id,Ppi_Li,Ppi_De,Ppi_Ra,Ppi
1,0.7077511017546958,1.0,0.81346424258,1.0
2,0.5453718170298711,1.0,0.8415128357633334,0.4595709
3,0.4972994459895574,0.49298083000000004,0.6369643595133333,0.6889344959999999
4,0.461685510771803,0.9085592736666667,0.4435958575890476,0.767950205
5,0.550903912858526,0.468053444,0.5586582854383333,0.594657391
6,0.5068580221576207,0.447498257,0.7615330953499999,0.315055211
7,0.5630635508270625,1.0,0.6965090292,0.9786417009999999
8,0.626316748759445,0.930638124,0.8315757351166667,0.616118101
9,0.47294456259842527,0.5158218733333334,0.5611161824583334,0.284638405
10,0.4691644171314658,0.613432926,0.3925676434333334,0.8694585309999999
11,0.4152770006337363,0.32163736466666665,0.328009249225,0.514281945
12,0.5196893958571096,1.0,0.73005170945,0.558759743
13,0.4836783517360395,0.5172954656666667,0.5812808205738096,0.569585221
14,0.48079350759729717,0.526291132,0.40473346961333334,0.3832715
15,0.40017019574624846,0.613432926,0.337505410875,0.3832715
16,0.6253596148378313,0.361855066,0.6761843598999999,0.459535663
17,0.4443610942228249,0.519147651,0.43533985643333334,0.613316917
18,0.46355682581022656,0.508723104,0.47573202764000005,0.569881824
19,0.47630778463158024,0.2700260153333333,0.3682520860499999,0.496978374
20,0.5195121791310506,0.32163736466666665,0.31716672114166666,0.371812661
21,0.6379204229570259,1.0,0.8244462759333334,0.18416893199999998
22,0.4729938542050756,1.0,0.810292999,0.724411004
23,0.559090445518508,0.5212512316666666,0.5105913398750002,0.662072688
24,0.42539531286097654,0.29642137533333335,0.3668335403883333,0.333588852
25,0.33795129119578193,0.3982133675,0.2880547006916666,0.37862326399999996
26,0.39181998952680275,0.3982133675,0.4274300692733332,0.40166914600000003
27,0.3054401079534138,0.693342353,0.30832980172499996,0.134456816
28,0.5209715785686059,0.612088825,0.49362692810833336,0.75217879
29,0.5055066894020142,1.0,0.688823603275,0.435333452
30,0.4638772659720647,1.0,0.7776778026600001,0.076589277
31,0.48516109205372665,0.29642137533333335,0.41062428967380943,0.582113381
32,0.41452458141109727,0.3982133675,0.332073648595,0.547086551
33,0.42711662499145153,0.3982133675,0.18720774336666668,0.838877848
34,0.3926681020963061,0.133080659,0.36588819221,0.505288996
35,0.38523495711412215,0.693342353,0.3271686348916667,0.8820859870000001
36,0.42657730623348655,1.0,0.7473364419499999,0.508560375
37,0.5961198096806826,1.0,0.6645252244333333,0.480760404
38,0.37887250001410944,0.3982133675,0.32662735275666666,0.472585025
39,0.3448028207195387,0.3982133675,0.26113195501666664,0.34012891
40,0.42092697360904674,0.3982133675,0.2934636870999999,0.096479047
41,0.37578262057151846,0.3982133675,0.3242677869916667,0.137360042
42,0.4302794400588904,0.8940964779999999,0.7485359286000001,0.377739582
43,0.49104940831689764,0.8940964779999999,0.6725521683238096,0.992898029
44,0.36617034997758313,0.4992589876666667,0.4436689296578572,0.5570297329999999
45,0.3696230561922381,0.3982133675,0.43371279565,0.260003076
46,0.31289765337966857,0.3982133675,0.4623642504516666,0.429816486
47,0.3467881890931802,0.3982133675,0.27695054777333333,0.487795806
48,0.27273144057789644,1.0,0.5415077633666667,0.273793845
49,0.3304930630681522,0.7177695580000001,0.44439696768333337,0.133114702
50,0.33923086065383057,1.0,0.5141892046083333,0.222392568
51,0.518277691985907,0.674757752,0.45382068242499995,0.219303628
52,0.3417154001555235,0.3842912063333333,0.37959985763333337,0.130603104
53,0.3414950015084879,0.3150651466666667,0.43015869608333335,0.416986852
54,0.2625753251866033,0.3982133675,0.4556763447166666,0.691888761
55,0.40004492009979287,0.6237545246666666,0.46493025245,0.467951028
56,0.324597355285536,0.38915278099999995,0.4433351775166666,0.446329606
57,0.32227271074076336,0.3499707406666667,0.48048904250833335,0.7644744520000001
58,0.6442053649864494,0.19789162100000002,0.5632946541816667,0.482511776
59,0.43882285799812315,0.674757752,0.43072112634000004,0.399996894
60,0.3239619398634528,0.3232871353333333,0.4395825922566666,0.316600376
61,0.32257194830751545,0.4037182323333333,0.479916822,0.282623888
62,0.4085767897178121,0.36154478850000005,0.3729592945916667,0.166794426
63,0.33514756342364305,0.409248483,0.5311400319166666,0.319942793
64,0.31423796433678497,0.3903544266666667,0.405704230635238,0.6507953639999999
65,0.3477286277700141,0.317863691,0.4238586709566666,0.030887779
66,0.2788100380415469,0.409248483,0.4638833590833332,0.397274755
67,0.3942851177902863,0.674757752,0.43650625940999993,0.233512955
68,0.35331196853981195,0.3903544266666667,0.48570547243,0.591225852
69,0.3536058186928054,0.409248483,0.4931889478666667,0.329040671
70,0.33549617762562356,0.409248483,0.36133794497000005,0.7725215520000001
71,0.38282431746258827,0.4324608485,0.33254185505,0.36337431600000003
72,0.37278372495100254,0.317863691,0.4690210134666667,0.421452954
73,0.38852913360827424,0.409248483,0.40794765921666665,0.285933302
74,0.40194803090152453,0.36154478850000005,0.46371712855,0.957630713
75,0.3396965918456004,0.393605898,0.37925441816500005,0.2278531
76,0.37067364683321824,0.3903544266666667,0.5324809047833334,0.269551557
77,0.45478179999546264,0.317863691,0.3621217438633334,0.28891169899999997
78,0.30106138665175053,0.46994654900000005,0.46322852170666673,0.09828957199999999
79,0.30835069132569715,0.409248483,0.5027576675595239,0.117649714
80,0.30144028527734645,0.409248483,0.33182227614166665,0.398293658
81,0.42248201855044665,0.409248483,0.29748938432000005,0.46234163899999997
82,0.37055071264294626,0.6584467386666667,0.530085547325,0.762077262
83,0.3495290662045114,0.804710681,0.42254874140857146,0.355536145
84,0.24893333757522895,0.22877381633333335,0.47097227013333337,0.798025055
85,0.4733718836245423,0.36154478850000005,0.4493825007500001,0.20776155100000002
86,0.4591625020832272,0.6237545246666666,0.38752483290333334,0.08193403099999999
87,0.35322133625136487,0.46066740700000003,0.47511432960000005,0.07315537700000001
88,0.4052013675884498,0.643147292,0.5166323129190478,0.628354144
89,0.3246677251545165,0.46066740700000003,0.44384457815000006,0.48744297799999997
90,0.44448791755341976,0.46994654900000005,0.5324701025866667,0.5104470210000001
91,0.326665891390017,0.4162003476666667,0.35143664837666677,0.490319535
92,0.4343222546461576,0.46994654900000005,0.3629026036016667,0.135160857
93,0.3711927085103194,0.4162003476666667,0.40954370280333335,0.60498395
94,0.4310053631863946,0.494206556,0.4873117924321428,0.30770703
95,0.39422532225844686,0.34066412900000004,0.30643810653000003,0.143384609
96,0.39433231004676306,0.44004791899999995,0.3640804836,0.530066968
97,0.3875564166788845,0.643147292,0.27962442325666664,0.415573189
98,0.40436065935328414,0.46994654900000005,0.38401053286000003,0.599329831
99,0.41496764324702207,0.674757752,0.4544601277750001,0.048726507999999995
100,0.286549467299689,0.5706550023333333,0.2872681820916667,0.0
101,0.3246163966659855,0.6584467386666667,0.4063003132683334,0.0
102,0.37694631921661315,0.3903544266666667,0.44701496971666665,0.0
103,0.5415781075852688,0.494206556,0.521799314022619,0.0
104,0.4185535885809478,0.643147292,0.4229701861690476,0.0
105,0.3676636839192555,0.317863691,0.34486819954333336,0.0
106,0.33638309939246935,0.6584467386666667,0.45140986675,0.0
107,0.33603557035814835,0.3903544266666667,0.39594849840333335,0.0
108,0.33546149837272154,0.38128151866666665,0.4970130624766666,0.0
109,0.36765255157406174,0.4037182323333333,0.42177409804404764,0.0
110,0.41350647388121553,0.6584467386666667,0.46718951985595236,0.0
111,0.38963890825208536,0.804710681,0.5254430416416667,0.0
112,0.41453057130161564,0.22240367699999997,0.5300542224833333,0.0
113,0.48464853818688636,0.494206556,0.48870875201595243,0.38023468
114,0.3725550527143622,0.643147292,0.36722725393833333,0.392957137
115,0.3042989559073902,0.46066740700000003,0.3346409278533334,0.404263679
116,0.36478416431069083,0.46066740700000003,0.45268639715952386,0.27987539300000003
117,0.4478397521848969,0.452932492,0.5288243826333334,0.472584276
118,0.4950443042820232,1.0,0.48019835532499994,0.0
119,0.4023930333607011,0.100651881,0.35809378055833335,0.441016406
120,0.37299738680941963,0.6584467386666667,0.44881576773095233,0.30955851
121,0.35795898356226363,0.431121115,0.35266815892976183,0.533742163
122,0.39357973811794555,0.409248483,0.4656681605166667,0.087710934
123,0.41702673711128213,0.19789162100000002,0.5447131733416667,0.5198419329999999
124,0.48368987770461835,0.19789162100000002,0.4889638308116667,0.55042244
125,0.4413837032800626,0.216511995,0.347571145915,0.37316719
126,0.4436158532188428,0.643147292,0.39281029226666664,0.112154873
127,0.38015617214671704,0.4162003476666667,0.42281348627500004,0.092024367
128,0.4420654484860401,0.674757752,0.48866397674261897,0.255845694
129,0.44553471004743483,0.46994654900000005,0.4382643880083334,0.175275569
130,0.34434804478752923,0.38915278099999995,0.34336934443666667,0.453737379
131,0.4401934732522401,0.46994654900000005,0.518134088802381,0.371754456
132,0.42120342749147266,0.5044372496666667,0.5331191547242856,0.5907303979999999
133,0.49247902977113434,0.509178437,0.412294611835,0.36610033700000005
134,0.4012905997595059,0.216511995,0.3409308882766666,0.165356615
135,0.37867550249941784,0.216511995,0.2978291918766667,0.027799143999999998
136,0.46520923748673637,0.216511995,0.31657954098999996,0.049745779000000004
137,0.4256871690313806,0.643147292,0.5173536387466667,0.324961626
138,0.3340246023962956,0.615145009,0.4072246095583333,0.764710745
139,0.3524648723373591,0.682995136,0.4031681075433333,0.013167981
140,0.46449176295658573,0.31415197,0.39264788196,0.36666016100000004
141,0.5332980392622626,0.4412426086666666,0.48096565205999997,0.722776541
142,0.4160026831847029,0.44004791899999995,0.33221124298,0.353719214
143,0.37919039960395307,0.46066740700000003,0.3036261346433333,0.6742452640000001
144,0.45269079018931757,0.674757752,0.37635022645,0.211368798
145,0.37127708834475537,0.643147292,0.43893705390000004,0.33651433799999997
146,0.42626558899837386,0.40235424299999994,0.34728226421666664,0.415548901
147,0.4242522888154602,0.5080573305,0.27962434079833337,0.215077023
148,0.3035869006079114,0.654975845,0.4212007994333334,0.555509613
149,0.4323081527963838,0.46994654900000005,0.4822925498916667,0.35553548700000004
150,0.4010662245180593,0.46518554633333337,0.48861246475,0.42992694
151,0.431943426140452,0.643147292,0.3322780185966667,0.70456338
152,0.3515752964078128,0.46994654900000005,0.4766315130833333,0.510447668
153,0.47358817930341995,0.804710681,0.45026842099761905,0.184351734
154,0.4287598093443725,0.4162003476666667,0.3846198571166667,0.22824500399999997
155,0.38553438371213766,0.5080573305,0.3488640268333333,0.047655475999999995
156,0.48622336656442416,0.452932492,0.4659082304,0.634988574
157,0.3784487290500056,0.643147292,0.30658949938333335,0.259127055
158,0.4124897569678443,0.643147292,0.44431494860000004,0.223385392
159,0.47067705618569716,0.4162003476666667,0.48279873215000013,0.348220674
160,0.3498337957936537,0.46994654900000005,0.24886379275666665,0.43336766
161,0.3523192559642361,0.654975845,0.41514898322142857,0.274019489
