时间,,地区,变电站名称,变电站电压等级,主变名称,油温(℃),有功值(MW),无功值(MW),电流值(A),母线名称,母线电压(kV),温度(℃),湿度(%),气压(Pa),10分钟最大风速(m/s),最大风速时风向,雨量(mm)
2019/1/1 0:00,2019,X地市,X01变电站,110kV,1号主变,27.3955,14.04739,1.387148,69.489525,110kVⅠ段母线,117.8489,2.7,70,1038.7,4.2,16,0
2019/1/1 0:10,2019,X地市,X01变电站,110kV,1号主变,27.248505,13.449308,1.246423,67.093338,110kVⅠ段母线,117.03476,2.7,69,1038.7,3.4,20,0
2019/1/1 0:20,2019,X地市,X01变电站,110kV,1号主变,27.101501,12.921589,1.166009,64.565247,110kVⅠ段母线,117.075058,2.7,69,1038.6,3.4,20,0
2019/1/1 0:30,2019,X地市,X01变电站,110kV,1号主变,26.954498,12.695424,1.160983,63.400124,110kVⅠ段母线,117.26046,2.7,68,1038.6,4.1,12,0
2019/1/1 0:40,2019,X地市,X01变电站,110kV,1号主变,26.880997,12.398895,1.130828,61.795341,110kVⅠ段母线,117.30883,2.7,68,1038.6,4.1,12,0
2019/1/1 0:50,2019,X地市,X01变电站,110kV,1号主变,26.734001,12.067186,1.125802,59.772865,110kVⅠ段母线,117.655441,2.6,69,1038.6,4.1,12,0
2019/1/1 1:00,2019,X地市,X01变电站,110kV,1号主变,26.219505,11.981745,1.367045,59.135349,110kVⅠ段母线,117.582886,2.6,70,1038.7,4.1,24,0
2019/1/1 1:10,2019,X地市,X01变电站,110kV,1号主变,26.293007,11.604803,1.291656,57.64048,110kVⅠ段母线,117.663498,2.6,71,1038.9,3.1,353,0
2019/1/1 1:20,2019,X地市,X01变电站,110kV,1号主变,26.146004,11.358534,1.276579,56.475357,110kVⅠ段母线,117.623199,2.6,71,1039,3.4,3,0
2019/1/1 1:30,2019,X地市,X01变电站,110kV,1号主变,25.999001,11.22786,1.291656,55.639988,110kVⅠ段母线,117.824715,2.5,72,1039.1,3.4,3,0
2019/1/1 1:40,2019,X地市,X01变电站,110kV,1号主变,25.852005,11.026825,1.316786,54.892551,110kVⅠ段母线,117.800537,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 1:50,2019,X地市,X01变电站,110kV,1号主变,25.778503,10.815737,1.28663,53.727432,110kVⅠ段母线,117.881142,2.4,72,1039.1,3.6,346,0
2019/1/1 2:00,2019,X地市,X01变电站,110kV,1号主变,25.6315,10.649881,1.236371,52.738182,110kVⅠ段母线,117.865021,2.4,71,1039.1,4.3,347,0
2019/1/1 2:10,2019,X地市,X01变电站,110kV,1号主变,25.411003,10.388535,1.160983,51.880825,110kVⅠ段母线,117.985931,2.3,71,1039.1,3,356,0
2019/1/1 2:20,2019,X地市,X01变电站,110kV,1号主变,25.337502,10.368431,1.196164,51.265289,110kVⅠ段母线,117.95369,2.3,69,1039,3.9,10,0
2019/1/1 2:30,2019,X地市,X01变电站,110kV,1号主变,25.116997,10.227707,1.176061,50.561821,110kVⅠ段母线,118.10685,2.3,69,1038.9,4.1,11,0
2019/1/1 2:40,2019,X地市,X01变电站,110kV,1号主变,24.970001,10.006567,1.176061,49.726452,110kVⅠ段母线,118.026237,2.2,68,1038.9,4.4,357,0
2019/1/1 2:50,2019,X地市,X01变电站,110kV,1号主变,24.8965,9.780401,1.045387,48.517368,110kVⅠ段母线,117.663498,2.2,69,1038.8,4.4,357,0
2019/1/1 3:00,2019,X地市,X01变电站,110kV,1号主变,24.970001,9.755272,1.075543,48.407448,110kVⅠ段母线,117.711861,2.1,70,1038.8,4.4,357,0
2019/1/1 3:10,2019,X地市,X01变电站,110kV,1号主变,24.602501,9.579366,0.819222,47.550098,110kVⅠ段母线,117.663498,2.1,70,1038.7,3.5,13,0
2019/1/1 3:20,2019,X地市,X01变电站,110kV,1号主变,24.528999,9.514029,0.814196,47.154392,110kVⅠ段母线,117.768288,2,71,1038.7,3.5,13,0
2019/1/1 3:30,2019,X地市,X01变电站,110kV,1号主变,24.455505,9.388381,0.748859,46.472908,110kVⅠ段母线,117.792473,2,71,1038.6,3.5,13,0
2019/1/1 3:40,2019,X地市,X01变电站,110kV,1号主变,24.308502,9.41351,0.753885,46.362991,110kVⅠ段母线,117.800537,1.9,71,1038.6,3.5,13,0
2019/1/1 3:50,2019,X地市,X01变电站,110kV,1号主变,24.161499,9.408484,0.763937,46.670757,110kVⅠ段母线,117.736046,1.9,69,1038.4,3.5,13,0
2019/1/1 4:00,2019,X地市,X01变电站,110kV,1号主变,24.014503,9.24263,0.6986,45.791424,110kVⅠ段母线,117.881142,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 4:10,2019,X地市,X01变电站,110kV,1号主变,23.941002,9.292889,0.688548,45.857372,110kVⅠ段母线,117.8489,1.9,67,1038.3,3.3,352,0
2019/1/1 4:20,2019,X地市,X01变电站,110kV,1号主变,23.8675,9.247656,0.753885,45.659523,110kVⅠ段母线,117.824715,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 4:30,2019,X地市,X01变电站,110kV,1号主变,23.720505,9.137087,0.693574,44.978039,110kVⅠ段母线,117.905319,1.8,69,1038.2,3.3,352,0
2019/1/1 4:40,2019,X地市,X01变电站,110kV,1号主变,23.647003,9.252682,0.728755,45.725471,110kVⅠ段母线,117.824715,1.8,69,1038.2,3.3,352,0
2019/1/1 4:50,2019,X地市,X01变电站,110kV,1号主变,23.5,9.32807,0.738807,45.857372,110kVⅠ段母线,117.889198,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 5:00,2019,X地市,X01变电站,110kV,1号主变,23.426498,9.428589,0.748859,46.077206,110kVⅠ段母线,117.873077,1.8,67,1038.2,3.7,353,0
2019/1/1 5:10,2019,X地市,X01变电站,110kV,1号主变,23.353004,9.458744,0.748859,46.362991,110kVⅠ段母线,117.92144,1.8,67,1038.1,3.9,345,0
2019/1/1 5:20,2019,X地市,X01变电站,110kV,1号主变,23.279503,9.393408,0.663419,46.42894,110kVⅠ段母线,117.905319,1.8,66,1038.2,4.1,25,0
2019/1/1 5:30,2019,X地市,X01变电站,110kV,1号主变,23.279503,9.478848,0.703626,47.06646,110kVⅠ段母线,117.800537,1.7,66,1038.2,4.6,19,0
2019/1/1 5:40,2019,X地市,X01变电站,110kV,1号主变,23.206001,9.534132,0.658393,47.19836,110kVⅠ段母线,117.687683,1.7,66,1038.2,4.6,19,0
2019/1/1 5:50,2019,X地市,X01变电站,110kV,1号主变,23.1325,9.800505,0.6986,48.671249,110kVⅠ段母线,117.8489,1.6,65,1038.2,4.6,19,0
2019/1/1 6:00,2019,X地市,X01变电站,110kV,1号主变,23.058998,9.94123,0.713678,48.979019,110kVⅠ段母线,117.711861,1.6,65,1038.4,4.6,19,0
2019/1/1 6:10,2019,X地市,X01变电站,110kV,1号主变,22.838501,10.117137,0.728755,49.77042,110kVⅠ段母线,117.768288,1.6,65,1038.5,2.6,17,0
2019/1/1 6:20,2019,X地市,X01变电站,110kV,1号主变,22.764999,10.348328,0.748859,51.089424,110kVⅠ段母线,117.663498,1.6,63,1038.5,3.6,11,0
2019/1/1 6:30,2019,X地市,X01变电站,110kV,1号主变,22.691498,10.484028,0.80917,51.902809,110kVⅠ段母线,117.574829,1.6,61,1038.7,3.6,11,0
2019/1/1 6:40,2019,X地市,X01变电站,110kV,1号主变,22.618004,10.825788,0.804144,53.419666,110kVⅠ段母线,117.776344,1.6,62,1038.8,3.6,11,0
2019/1/1 6:50,2019,X地市,X01变电站,110kV,1号主变,22.618004,11.162524,0.889584,55.332218,110kVⅠ段母线,117.687683,1.6,61,1038.9,3.6,11,0
2019/1/1 7:00,2019,X地市,X01变电站,110kV,1号主变,22.618004,11.479156,0.899636,57.002956,110kVⅠ段母线,117.655441,1.6,60,1039.1,3.6,11,0
2019/1/1 7:10,2019,X地市,X01变电站,110kV,1号主变,22.618004,11.830968,0.869481,59.047417,110kVⅠ段母线,117.768288,1.6,62,1039.3,1.6,350,0
2019/1/1 7:20,2019,X地市,X01变电站,110kV,1号主变,22.544502,12.253144,0.914714,61.069885,110kVⅠ段母线,117.502281,1.6,61,1039.4,1.8,2,0
2019/1/1 7:30,2019,X地市,X01变电站,110kV,1号主变,22.618004,12.474284,0.980051,62.388889,110kVⅠ段母线,117.69574,1.7,62,1039.6,2,21,0
2019/1/1 7:40,2019,X地市,X01变电站,110kV,1号主变,22.544502,12.87133,1.03031,64.14756,110kVⅠ段母线,117.018639,1.7,62,1039.7,2,21,0
2019/1/1 7:50,2019,X地市,X01变电站,110kV,1号主变,22.544502,13.12765,1.020258,65.070869,110kVⅠ段母线,116.929962,1.8,60,1039.8,2.2,3,0
2019/1/1 8:00,2019,X地市,X01变电站,110kV,1号主变,22.544502,13.248272,1.176061,66.082108,110kVⅠ段母线,116.905785,1.9,59,1039.9,3.3,0,0
2019/1/1 8:10,2019,X地市,X01变电站,110kV,1号主变,22.618004,13.112574,1.261501,64.631195,110kVⅠ段母线,117.631256,2,59,1040,2.8,346,0
2019/1/1 8:20,2019,X地市,X01变电站,110kV,1号主变,22.691498,13.34879,1.291656,66.235985,110kVⅠ段母线,117.478104,2,57,1040.1,3.4,351,0
2019/1/1 8:30,2019,X地市,X01变电站,110kV,1号主变,22.764999,13.675473,1.336889,67.730858,110kVⅠ段母线,117.445854,2.1,57,1040.2,3.4,351,0
2019/1/1 8:40,2019,X地市,X01变电站,110kV,1号主变,22.838501,13.866458,1.346941,69.093826,110kVⅠ段母线,117.187912,2.1,56,1040.2,3.7,346,0
2019/1/1 8:50,2019,X地市,X01变电站,110kV,1号主变,22.985497,14.168013,1.407252,70.456802,110kVⅠ段母线,116.986397,2.1,55,1040.3,3.7,346,0
2019/1/1 9:00,2019,X地市,X01变电站,110kV,1号主变,22.985497,14.399203,1.497718,71.533981,110kVⅠ段母线,116.712326,2.2,55,1040.3,3.7,346,0
2019/1/1 9:10,2019,X地市,X01变电站,110kV,1号主变,22.985497,14.615317,1.522848,72.061584,110kVⅠ段母线,116.865479,2.2,54,1040.2,3.2,352,0
2019/1/1 9:20,2019,X地市,X01变电站,110kV,1号主变,23.1325,14.886716,1.527874,73.930176,110kVⅠ段母线,116.921906,2.3,56,1040.2,3.2,352,0
2019/1/1 9:30,2019,X地市,X01变电站,110kV,1号主变,23.206001,15.122932,1.67865,74.875458,110kVⅠ段母线,116.82518,2.3,56,1040.1,3.2,352,0
2019/1/1 9:40,2019,X地市,X01变电站,110kV,1号主变,23.206001,15.238528,1.658547,75.425049,110kVⅠ段母线,116.994453,2.4,55,1040,3.2,352,0
2019/1/1 9:50,2019,X地市,X01变电站,110kV,1号主变,23.353004,15.334021,1.688702,76.304382,110kVⅠ段母线,116.720383,2.6,56,1040,3.2,352,0
2019/1/1 10:00,2019,X地市,X01变电站,110kV,1号主变,23.573502,15.700912,1.794246,77.887184,110kVⅠ段母线,116.680084,2.7,57,1039.8,3.2,352,0
2019/1/1 10:10,2019,X地市,X01变电站,110kV,1号主变,23.720505,15.766249,1.774143,78.392807,110kVⅠ段母线,116.865479,2.7,56,1039.7,6.1,342,0
2019/1/1 10:20,2019,X地市,X01变电站,110kV,1号主变,23.720505,16.148216,1.809324,80.415283,110kVⅠ段母线,116.551109,2.6,56,1039.7,6.1,342,0
2019/1/1 10:30,2019,X地市,X01变电站,110kV,1号主变,23.647003,16.163294,1.92492,80.83297,110kVⅠ段母线,116.551109,2.6,56,1039.6,6.1,342,0
2019/1/1 10:40,2019,X地市,X01变电站,110kV,1号主变,23.794006,16.731222,2.045541,83.317085,110kVⅠ段母线,116.62365,2.9,54,1039.4,6.1,342,0
2019/1/1 10:50,2019,X地市,X01变电站,110kV,1号主变,23.720505,16.912153,2.115904,84.877914,110kVⅠ段母线,116.615593,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 11:00,2019,X地市,X01变电站,110kV,1号主变,23.647003,16.665884,2.125956,83.207176,110kVⅠ段母线,116.680084,3.5,55,1039.1,6.1,342,0
2019/1/1 11:10,2019,X地市,X01变电站,110kV,1号主变,24.235001,16.047699,2.075697,79.843712,110kVⅠ段母线,116.881599,3.6,55,1038.9,6,336,0
2019/1/1 11:20,2019,X地市,X01变电站,110kV,1号主变,24.749496,15.917026,2.01036,79.360077,110kVⅠ段母线,116.615593,3.8,55,1038.7,6.1,339,0
2019/1/1 11:30,2019,X地市,X01变电站,110kV,1号主变,25.116997,15.7763,2.075697,78.678589,110kVⅠ段母线,117.067001,4.1,53,1038.4,6.1,339,0
2019/1/1 11:40,2019,X地市,X01变电站,110kV,1号主变,25.411003,15.600393,2.301862,77.667351,110kVⅠ段母线,117.147614,4.2,52,1038.1,6.1,339,0
2019/1/1 11:50,2019,X地市,X01变电站,110kV,1号主变,25.6315,15.047544,1.990256,75.051331,110kVⅠ段母线,117.018639,4.3,50,1037.9,6.1,339,0
2019/1/1 12:00,2019,X地市,X01变电站,110kV,1号主变,25.852005,14.71081,1.849531,73.402573,110kVⅠ段母线,116.817116,4.6,49,1037.5,6.1,339,0
2019/1/1 12:10,2019,X地市,X01变电站,110kV,1号主变,26.219505,14.650498,1.884712,73.380592,110kVⅠ段母线,116.744568,4.5,50,1037.4,6.4,329,0
2019/1/1 12:20,2019,X地市,X01变电站,110kV,1号主变,26.439995,14.087598,1.754039,70.80854,110kVⅠ段母线,117.05088,4.6,48,1037.2,6.4,342,0
2019/1/1 12:30,2019,X地市,X01变电站,110kV,1号主变,26.586998,13.755888,1.764091,68.302422,110kVⅠ段母线,116.873543,4.8,50,1036.9,6.4,335,0
2019/1/1 12:40,2019,X地市,X01变电站,110kV,1号主变,26.807503,13.730759,1.70378,68.368378,110kVⅠ段母线,116.800987,5,48,1036.8,7.1,334,0
2019/1/1 12:50,2019,X地市,X01变电站,110kV,1号主变,26.880997,13.439257,1.70378,67.159286,110kVⅠ段母线,117.171791,4.8,48,1036.8,7.1,334,0
2019/1/1 13:00,2019,X地市,X01变电站,110kV,1号主变,26.880997,13.373919,1.663573,66.763588,110kVⅠ段母线,117.083122,4.9,48,1036.7,7.1,334,0
2019/1/1 13:10,2019,X地市,X01变电站,110kV,1号主变,26.954498,13.102522,1.598236,64.960953,110kVⅠ段母线,117.212097,5.1,46,1036.7,6.4,348,0
2019/1/1 13:20,2019,X地市,X01变电站,110kV,1号主变,27.101501,13.147755,1.558029,64.982925,110kVⅠ段母线,117.389435,5.1,45,1036.6,6.4,348,0
2019/1/1 13:30,2019,X地市,X01变电站,110kV,1号主变,27.175003,13.027133,1.558029,64.477318,110kVⅠ段母线,117.461983,5.2,47,1036.5,6.4,348,0
2019/1/1 13:40,2019,X地市,X01变电站,110kV,1号主变,27.248505,12.941692,1.532899,64.14756,110kVⅠ段母线,117.397491,5.1,47,1036.4,7.1,9,0
2019/1/1 13:50,2019,X地市,X01变电站,110kV,1号主变,27.101501,12.705475,1.447459,63.268227,110kVⅠ段母线,117.292709,5.1,47,1036.4,7.1,9,0
2019/1/1 14:00,2019,X地市,X01变电站,110kV,1号主变,27.175003,12.861278,1.784195,64.191528,110kVⅠ段母线,117.252396,5,44,1036.5,7.1,9,0
2019/1/1 14:10,2019,X地市,X01变电站,110kV,1号主变,27.175003,12.685372,1.738961,63.532024,110kVⅠ段母线,117.236275,5,41,1036.5,6.3,352,0
2019/1/1 14:20,2019,X地市,X01变电站,110kV,1号主变,27.101501,12.65019,1.723884,63.356159,110kVⅠ段母线,117.30883,5,39,1036.4,6.4,356,0
2019/1/1 14:30,2019,X地市,X01变电站,110kV,1号主变,27.028,12.745682,1.764091,63.751862,110kVⅠ段母线,117.268517,5,37,1036.4,6.4,356,0
2019/1/1 14:40,2019,X地市,X01变电站,110kV,1号主变,27.028,12.58988,1.749013,62.344925,110kVⅠ段母线,117.36525,5,39,1036.6,6.4,356,0
2019/1/1 14:50,2019,X地市,X01变电站,110kV,1号主变,27.028,12.655216,1.738961,63.48806,110kVⅠ段母线,117.349129,5,41,1036.5,6.4,356,0
2019/1/1 15:00,2019,X地市,X01变电站,110kV,1号主变,26.880997,12.805993,1.764091,64.323425,110kVⅠ段母线,117.244339,5,41,1036.6,6.4,356,0
2019/1/1 15:10,2019,X地市,X01变电站,110kV,1号主变,26.586998,12.911537,1.708806,65.070869,110kVⅠ段母线,117.36525,4.9,41,1036.7,5.1,349,0
2019/1/1 15:20,2019,X地市,X01变电站,110kV,1号主变,26.513496,13.027133,1.683676,65.532516,110kVⅠ段母线,117.252396,4.8,40,1036.8,5.1,352,0
2019/1/1 15:30,2019,X地市,X01变电站,110kV,1号主变,26.439995,13.06734,1.693728,65.642441,110kVⅠ段母线,116.978333,4.8,40,1036.9,5.4,341,0
2019/1/1 15:40,2019,X地市,X01变电站,110kV,1号主变,26.146004,13.479464,1.784195,67.708878,110kVⅠ段母线,117.075058,4.8,41,1037,5.4,341,0
2019/1/1 15:50,2019,X地市,X01变电站,110kV,1号主变,25.999001,13.48449,1.754039,67.972679,110kVⅠ段母线,117.236275,4.8,41,1037,5.4,341,0
2019/1/1 16:00,2019,X地市,X01变电站,110kV,1号主变,25.778503,13.710655,1.754039,68.786057,110kVⅠ段母线,117.212097,4.8,41,1037,5.4,341,0
2019/1/1 16:10,2019,X地市,X01变电站,110kV,1号主变,25.705002,13.98708,1.784195,70.083084,110kVⅠ段母线,117.236275,4.6,40,1037,4.2,16,0
2019/1/1 16:20,2019,X地市,X01变电站,110kV,1号主变,25.484505,14.198168,1.829428,70.896469,110kVⅠ段母线,116.978333,4.5,39,1036.8,4.3,45,0
2019/1/1 16:30,2019,X地市,X01变电站,110kV,1号主变,25.190498,14.730913,1.839479,73.424553,110kVⅠ段母线,116.865479,4.2,39,1036.8,4.9,39,0
2019/1/1 16:40,2019,X地市,X01变电站,110kV,1号主变,24.970001,15.153089,1.929946,75.908684,110kVⅠ段母线,116.817116,4,40,1036.8,5,30,0
2019/1/1 16:50,2019,X地市,X01变电站,110kV,1号主变,24.822998,15.504901,1.995282,77.535454,110kVⅠ段母线,116.768745,3.8,41,1036.9,5,30,0
2019/1/1 17:00,2019,X地市,X01变电站,110kV,1号主变,24.749496,16.314072,2.105852,81.360565,110kVⅠ段母线,116.438255,3.5,43,1036.9,5,30,0
2019/1/1 17:10,2019,X地市,X01变电站,110kV,1号主变,24.749496,16.751326,2.125956,83.844688,110kVⅠ段母线,116.454376,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 17:20,2019,X地市,X01变电站,110kV,1号主变,24.749496,17.223761,2.326992,86.152946,110kVⅠ段母线,116.091644,3.3,46,1037.2,3.8,23,0
2019/1/1 17:30,2019,X地市,X01变电站,110kV,1号主变,24.822998,17.736401,2.412432,88.856903,110kVⅠ段母线,116.059402,3,48,1037.2,3.8,23,0
2019/1/1 17:40,2019,X地市,X01变电站,110kV,1号主变,24.8965,18.183706,2.48782,91.055244,110kVⅠ段母线,116.131943,2.9,50,1037.1,3.8,23,0
2019/1/1 17:50,2019,X地市,X01变电站,110kV,1号主变,25.043495,18.384743,2.578287,92.19838,110kVⅠ段母线,116.23674,2.8,53,1037.3,3.8,23,0
2019/1/1 18:00,2019,X地市,X01变电站,110kV,1号主变,25.116997,18.676243,2.543105,93.583336,110kVⅠ段母线,115.97879,2.7,52,1037.4,3.8,14,0
2019/1/1 18:10,2019,X地市,X01变电站,110kV,1号主变,25.190498,18.25407,2.447613,91.341034,110kVⅠ段母线,116.091644,2.6,53,1037.5,2,29,0
2019/1/1 18:20,2019,X地市,X01变电站,110kV,1号主变,25.337502,18.525467,2.462691,92.769951,110kVⅠ段母线,116.301224,2.4,55,1037.5,2.6,4,0
2019/1/1 18:30,2019,X地市,X01变电站,110kV,1号主变,25.337502,18.600855,2.417458,93.649284,110kVⅠ段母线,116.01104,2,62,1037.5,2.6,4,0
2019/1/1 18:40,2019,X地市,X01变电站,110kV,1号主变,25.557999,18.8421,2.51295,94.462677,110kVⅠ段母线,115.914307,1.7,63,1037.5,2.6,4,0
2019/1/1 18:50,2019,X地市,X01变电站,110kV,1号主变,25.6315,18.877281,2.457665,95.166145,110kVⅠ段母线,115.962669,1.5,62,1037.5,2.6,4,0
2019/1/1 19:00,2019,X地市,X01变电站,110kV,1号主变,25.705002,19.002928,2.31694,95.210106,110kVⅠ段母线,115.890121,1.4,66,1037.6,2.6,8,0
2019/1/1 19:10,2019,X地市,X01变电站,110kV,1号主变,25.778503,19.404999,2.613468,96.726967,110kVⅠ段母线,116.067459,1.1,67,1037.8,1.3,332,0
2019/1/1 19:20,2019,X地市,X01变电站,110kV,1号主变,25.925507,19.892511,2.658701,99.738686,110kVⅠ段母线,116.23674,0.8,66,1037.8,1.3,332,0
2019/1/1 19:30,2019,X地市,X01变电站,110kV,1号主变,26.072502,20.143806,2.653675,101.651245,110kVⅠ段母线,116.067459,0.8,66,1037.5,1.8,2,0
2019/1/1 19:40,2019,X地市,X01变电站,110kV,1号主变,25.999001,20.43531,2.673779,103.629745,110kVⅠ段母线,115.817574,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 19:50,2019,X地市,X01变电站,110kV,1号主变,26.293007,20.817278,2.729064,104.70694,110kVⅠ段母线,115.865944,0.5,69,1037.7,1.8,2,0
2019/1/1 20:00,2019,X地市,X01变电站,110kV,1号主变,26.439995,20.721786,2.673779,104.443138,110kVⅠ段母线,115.559631,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 20:10,2019,X地市,X01变电站,110kV,1号主变,26.807503,20.862513,2.683831,104.926773,110kVⅠ段母线,115.479019,0.8,67,1038.2,2.8,11,0
2019/1/1 20:20,2019,X地市,X01变电站,110kV,1号主变,26.734001,20.817278,2.62352,104.42115,110kVⅠ段母线,115.591873,0.8,66,1038.4,2.8,11,0
2019/1/1 20:30,2019,X地市,X01变电站,110kV,1号主变,26.880997,21.063547,2.724038,105.806107,110kVⅠ段母线,115.559631,1,64,1038.5,2.8,11,0
2019/1/1 20:40,2019,X地市,X01变电站,110kV,1号主变,26.954498,20.912769,2.608442,104.684952,110kVⅠ段母线,116.131943,1,65,1038.3,2.8,11,0
2019/1/1 20:50,2019,X地市,X01变电站,110kV,1号主变,27.101501,20.958002,2.618494,105.322472,110kVⅠ段母线,116.059402,0.9,66,1038.2,2.8,11,0
2019/1/1 21:00,2019,X地市,X01变电站,110kV,1号主变,27.175003,20.75194,2.553157,103.981483,110kVⅠ段母线,116.019096,0.8,67,1038,2.8,11,0
2019/1/1 21:10,2019,X地市,X01变电站,110kV,1号主变,27.248505,20.922821,2.578287,104.838837,110kVⅠ段母线,115.97879,0.6,68,1038.2,2.3,24,0
2019/1/1 21:20,2019,X地市,X01变电站,110kV,1号主变,27.3955,20.792149,2.397354,103.4319,110kVⅠ段母线,116.277039,0.5,70,1038.1,2.3,24,0
2019/1/1 21:30,2019,X地市,X01变电站,110kV,1号主变,27.469002,20.490595,2.467717,102.024963,110kVⅠ段母线,116.373772,0.5,71,1038.1,2.3,24,0
2019/1/1 21:40,2019,X地市,X01变电站,110kV,1号主变,27.3955,19.862356,2.321966,98.617538,110kVⅠ段母线,116.494682,0.4,72,1037.8,2.3,24,0
2019/1/1 21:50,2019,X地市,X01变电站,110kV,1号主变,27.3955,19.229094,2.29181,95.517876,110kVⅠ段母线,116.768745,0.4,72,1037.4,2.4,37,0
2019/1/1 22:00,2019,X地市,X01变电站,110kV,1号主变,27.321999,18.661167,2.156111,92.813919,110kVⅠ段母线,116.865479,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 22:10,2019,X地市,X01变电站,110kV,1号主变,27.248505,17.917334,2.055593,88.527153,110kVⅠ段母线,117.212097,0.7,69,1037.7,2.6,60,0
2019/1/1 22:20,2019,X地市,X01变电站,110kV,1号主变,27.175003,17.359459,2.030464,85.515434,110kVⅠ段母线,117.147614,0.7,69,1038.2,2.6,60,0
2019/1/1 22:30,2019,X地市,X01变电站,110kV,1号主变,27.101501,16.846817,1.939997,83.031303,110kVⅠ段母线,117.518402,0.6,70,1038.1,2.6,60,0
2019/1/1 22:40,2019,X地市,X01变电站,110kV,1号主变,27.028,16.258785,1.829428,79.88768,110kVⅠ段母线,117.92144,0.7,70,1038.1,2.6,60,0
2019/1/1 22:50,2019,X地市,X01变电站,110kV,1号主变,26.880997,15.545109,1.749013,76.260414,110kVⅠ段母线,118.026237,0.7,70,1037.7,2.6,60,0
2019/1/1 23:00,2019,X地市,X01变电站,110kV,1号主变,26.734001,14.886716,1.633417,72.962906,110kVⅠ段母线,118.058479,0.9,68,1038.1,2.6,36,0
2019/1/1 23:10,2019,X地市,X01变电站,110kV,1号主变,26.586998,14.203194,1.537925,69.775314,110kVⅠ段母线,117.993996,1,68,1038,2.3,39,0
2019/1/1 23:20,2019,X地市,X01变电站,110kV,1号主变,26.439995,13.585008,1.221294,66.741608,110kVⅠ段母线,117.993996,1.1,68,1037.8,3.4,26,0
2019/1/1 23:30,2019,X地市,X01变电站,110kV,1号主变,26.293007,13.012054,1.171035,63.971695,110kVⅠ段母线,118.211632,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 23:40,2019,X地市,X01变电站,110kV,1号主变,26.072502,12.469257,0.954921,61.421619,110kVⅠ段母线,117.800537,1.1,67,1037.8,3.4,49,0
2019/1/1 23:50,2019,X地市,X01变电站,110kV,1号主变,25.925507,12.006875,0.91974,59.245266,110kVⅠ段母线,117.816658,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 0:00,2019,X地市,X01变电站,110kV,1号主变,25.778503,11.770658,0.904662,58.124115,110kVⅠ段母线,117.897263,0.9,68,1038.2,3.4,26,0
2019/1/2 0:10,2019,X地市,X01变电站,110kV,1号主变,25.6315,11.303249,0.799118,55.92577,110kVⅠ段母线,117.582886,0.7,69,1038.5,1.8,22,0
2019/1/2 0:20,2019,X地市,X01变电站,110kV,1号主变,25.411003,11.016773,0.779015,54.496849,110kVⅠ段母线,117.558708,0.5,69,1038.8,1.8,22,0
2019/1/2 0:30,2019,X地市,X01变电站,110kV,1号主变,25.337502,10.750401,0.773989,53.30975,110kVⅠ段母线,117.607071,0.4,70,1038.7,1.8,29,0
2019/1/2 0:40,2019,X地市,X01变电站,110kV,1号主变,25.190498,10.504131,0.748859,52.254543,110kVⅠ段母线,117.478104,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 0:50,2019,X地市,X01变电站,110kV,1号主变,25.043495,10.262888,0.733781,51.243305,110kVⅠ段母线,117.582886,0.1,72,1038.4,1.8,29,0
2019/1/2 1:00,2019,X地市,X01变电站,110kV,1号主变,24.8965,10.02667,0.683522,49.704468,110kVⅠ段母线,117.711861,0,73,1038.5,1.8,22,0
2019/1/2 1:10,2019,X地市,X01变电站,110kV,1号主变,24.749496,9.785427,0.668445,48.319515,110kVⅠ段母线,117.8489,0,73,1038.5,1.8,28,0
2019/1/2 1:20,2019,X地市,X01变电站,110kV,1号主变,24.602501,9.63465,0.58803,47.330261,110kVⅠ段母线,118.042358,0.1,72,1038.4,2.4,22,0
2019/1/2 1:30,2019,X地市,X01变电站,110kV,1号主变,24.455505,9.559261,0.678496,47.154392,110kVⅠ段母线,117.95369,0.2,72,1038.4,2.4,22,0
2019/1/2 1:40,2019,X地市,X01变电站,110kV,1号主变,24.308502,9.277812,0.663419,45.879356,110kVⅠ段母线,117.92144,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 1:50,2019,X地市,X01变电站,110kV,1号主变,24.161499,9.152164,0.603108,45.000023,110kVⅠ段母线,117.929504,-0.2,74,1038.3,2.4,22,0
2019/1/2 2:00,2019,X地市,X01变电站,110kV,1号主变,23.941002,8.986309,0.598082,44.14267,110kVⅠ段母线,117.840836,-0.2,74,1038.2,2.4,22,0
