时间,,地区,变电站名称,变电站电压等级,主变名称,油温(℃),有功值(MW),无功值(MW),电流值(A),母线名称,母线电压(kV),温度(℃),湿度(%),气压(Pa),10分钟最大风速(m/s),最大风速时风向,雨量(mm)
2019/1/3 6:30,2019,X地市,X01变电站,110kV,1号主变,24.161499,11.891279,0.985076,59.311214,110kVⅠ段母线,116.712326,3.7,75,1034.1,1.3,62,0
2019/1/3 6:40,2019,X地市,X01变电站,110kV,1号主变,24.161499,12.233041,1.11575,61.355675,110kVⅠ段母线,116.406013,3.8,76,1034.2,1.3,54,0
2019/1/3 6:50,2019,X地市,X01变电站,110kV,1号主变,24.087997,12.65019,1.130828,63.949715,110kVⅠ段母线,116.244797,3.8,75,1034.4,1.3,42,0
2019/1/3 7:00,2019,X地市,X01变电站,110kV,1号主变,24.087997,13.037185,1.075543,66.235985,110kVⅠ段母线,116.107765,3.8,76,1034.5,1.4,29,0
2019/1/3 7:10,2019,X地市,X01变电站,110kV,1号主变,24.087997,13.062314,1.11575,65.796318,110kVⅠ段母线,116.051338,3.8,76,1034.6,1.5,34,0
2019/1/3 7:20,2019,X地市,X01变电站,110kV,1号主变,24.087997,13.162831,1.166009,66.71962,110kVⅠ段母线,115.761147,3.9,76,1034.7,1.5,34,0
2019/1/3 7:30,2019,X地市,X01变电站,110kV,1号主变,24.087997,13.06734,1.22632,66.433838,110kVⅠ段母线,115.285561,3.9,75,1034.9,1.6,22,0
2019/1/3 7:40,2019,X地市,X01变电站,110kV,1号主变,24.161499,12.841174,1.055439,65.686401,110kVⅠ段母线,114.455299,3.9,75,1035,1.8,14,0
2019/1/3 7:50,2019,X地市,X01变电站,110kV,1号主变,24.161499,12.715527,1.231346,64.938965,110kVⅠ段母线,114.261841,4,75,1035.1,1.8,14,0
2019/1/3 8:00,2019,X地市,X01变电站,110kV,1号主变,24.161499,12.454181,1.271553,63.993679,110kVⅠ段母线,113.745949,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 8:10,2019,X地市,X01变电站,110kV,1号主变,24.455505,12.167704,1.346941,62.169056,110kVⅠ段母线,114.640701,4.2,74,1035.4,2.4,63,0
2019/1/3 8:20,2019,X地市,X01变电站,110kV,1号主变,24.235001,12.067186,1.372071,61.641457,110kVⅠ段母线,114.213478,4.4,74,1035.5,2.4,63,0
2019/1/3 8:30,2019,X地市,X01变电站,110kV,1号主变,24.308502,12.313456,1.3972,63.378147,110kVⅠ段母线,113.874916,4.5,73,1035.6,2.4,61,0
2019/1/3 8:40,2019,X地市,X01变电站,110kV,1号主变,24.308502,12.36874,1.578133,64.081612,110kVⅠ段母线,113.705643,4.6,73,1035.6,2.5,72,0
2019/1/3 8:50,2019,X地市,X01变电站,110kV,1号主变,24.308502,12.549672,1.512796,65.290703,110kVⅠ段母线,113.665344,4.8,72,1035.8,2.5,72,0
2019/1/3 9:00,2019,X地市,X01变电站,110kV,1号主变,24.308502,12.67532,1.563055,66.126076,110kVⅠ段母线,113.367088,4.9,71,1035.8,2.5,72,0
2019/1/3 9:10,2019,X地市,X01变电站,110kV,1号主变,24.382004,13.012054,1.688702,67.445076,110kVⅠ段母线,113.665344,4.9,72,1035.9,2.3,41,0
2019/1/3 9:20,2019,X地市,X01变电站,110kV,1号主变,24.455505,13.147755,1.698754,68.03862,110kVⅠ段母线,113.552498,5,72,1036,2.8,43,0
2019/1/3 9:30,2019,X地市,X01变电站,110kV,1号主变,24.528999,13.258324,1.70378,68.566223,110kVⅠ段母线,113.447701,5.3,66,1036,4.6,104,0
2019/1/3 9:40,2019,X地市,X01变电站,110kV,1号主变,24.528999,13.549827,1.859583,70.017128,110kVⅠ段母线,113.367088,5.4,65,1036,4.9,99,0
2019/1/3 9:50,2019,X地市,X01变电站,110kV,1号主变,24.528999,13.479464,1.688702,69.379616,110kVⅠ段母线,113.286484,5.5,65,1036.1,4.9,99,0
2019/1/3 10:00,2019,X地市,X01变电站,110kV,1号主变,24.528999,13.715681,1.945023,71.270187,110kVⅠ段母线,112.835075,5.6,65,1035.7,5.1,102,0
2019/1/3 10:10,2019,X地市,X01变电站,110kV,1号主变,24.602501,13.625216,1.859583,70.676636,110kVⅠ段母线,112.955994,5.7,65,1035.6,4.5,100,0
2019/1/3 10:20,2019,X地市,X01变电站,110kV,1号主变,24.602501,13.775992,1.929946,70.830521,110kVⅠ段母线,113.044655,5.7,65,1035.5,4.5,100,0
2019/1/3 10:30,2019,X地市,X01变电站,110kV,1号主变,24.528999,14.203194,2.110878,73.226707,110kVⅠ段母线,113.552498,5.8,64,1035.4,4.5,100,0
2019/1/3 10:40,2019,X地市,X01变电站,110kV,1号主变,24.602501,14.092624,2.060619,72.479271,110kVⅠ段母线,114.044205,5.9,64,1035.1,4.5,100,0
2019/1/3 10:50,2019,X地市,X01变电站,110kV,1号主变,24.602501,14.509773,2.171189,74.413811,110kVⅠ段母线,114.560097,6.1,63,1035,4.5,100,0
2019/1/3 11:00,2019,X地市,X01变电站,110kV,1号主变,24.676003,14.544954,2.266681,74.435791,110kVⅠ段母线,115.390358,6.1,63,1034.8,4.5,100,0
2019/1/3 11:10,2019,X地市,X01变电站,110kV,1号主变,24.822998,14.504747,2.216422,74.523727,110kVⅠ段母线,114.809975,6.2,63,1034.6,4.2,101,0
2019/1/3 11:20,2019,X地市,X01变电站,110kV,1号主变,24.970001,14.570084,2.281759,74.281914,110kVⅠ段母线,114.947006,6.3,63,1034.4,4.7,95,0
2019/1/3 11:30,2019,X地市,X01变电站,110kV,1号主变,24.822998,14.514799,2.256629,73.688354,110kVⅠ段母线,115.761147,6.5,63,1034.2,4.7,95,0
2019/1/3 11:40,2019,X地市,X01变电站,110kV,1号主变,25.190498,14.288633,2.01036,72.43531,110kVⅠ段母线,115.487083,6.5,61,1034,5.3,107,0
2019/1/3 11:50,2019,X地市,X01变电站,110kV,1号主变,25.264,14.298685,2.196318,72.369354,110kVⅠ段母线,115.398415,6.6,62,1033.7,5.3,107,0
2019/1/3 12:00,2019,X地市,X01变电站,110kV,1号主变,25.411003,14.343919,2.171189,72.545219,110kVⅠ段母线,115.100166,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 12:10,2019,X地市,X01变电站,110kV,1号主变,25.484505,14.399203,2.236526,73.20472,110kVⅠ段母线,115.100166,6.9,62,1033.3,4.7,116,0
2019/1/3 12:20,2019,X地市,X01变电站,110kV,1号主变,25.6315,14.147908,2.141033,72.347374,110kVⅠ段母线,115.221077,6.9,61,1033.1,5.5,99,0
2019/1/3 12:30,2019,X地市,X01变电站,110kV,1号主变,25.705002,13.831277,1.824402,71.050354,110kVⅠ段母线,113.995834,6.9,61,1032.9,5.5,99,0
2019/1/3 12:40,2019,X地市,X01变电站,110kV,1号主变,25.778503,13.625216,1.859583,70.149033,110kVⅠ段母线,113.342911,6.8,62,1032.8,5.5,99,0
2019/1/3 12:50,2019,X地市,X01变电站,110kV,1号主变,25.852005,13.715681,1.965127,70.676636,110kVⅠ段母线,114.165108,6.9,61,1032.5,5.5,99,0
2019/1/3 13:00,2019,X地市,X01变电站,110kV,1号主变,25.999001,13.755888,1.995282,70.742584,110kVⅠ段母线,114.100624,7,62,1032.5,5.5,86,0
2019/1/3 13:10,2019,X地市,X01变电站,110kV,1号主变,26.072502,13.660396,1.939997,70.368866,110kVⅠ段母线,113.65728,6.9,61,1032.3,5.4,131,0
2019/1/3 13:20,2019,X地市,X01变电站,110kV,1号主变,26.146004,13.424179,1.894764,68.917961,110kVⅠ段母线,114.543976,7,61,1032.2,5.4,131,0
2019/1/3 13:30,2019,X地市,X01变电站,110kV,1号主变,26.293007,13.454334,1.89979,69.269691,110kVⅠ段母线,114.62458,7.1,61,1032.1,5.4,131,0
2019/1/3 13:40,2019,X地市,X01变电站,110kV,1号主变,26.293007,13.228169,1.89979,67.576973,110kVⅠ段母线,114.721306,7.1,62,1032.1,5.4,131,0
2019/1/3 13:50,2019,X地市,X01变电站,110kV,1号主变,26.366508,13.102522,1.879687,67.005409,110kVⅠ段母线,114.560097,7.1,62,1032,5.4,110,0
2019/1/3 14:00,2019,X地市,X01变电站,110kV,1号主变,26.439995,13.072366,1.844505,67.313171,110kVⅠ段母线,114.95507,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 14:10,2019,X地市,X01变电站,110kV,1号主变,26.146004,13.027133,1.92492,67.269211,110kVⅠ段母线,114.689056,7.2,61,1031.9,5.1,115,0
2019/1/3 14:20,2019,X地市,X01变电站,110kV,1号主变,26.366508,13.027133,1.919894,66.521774,110kVⅠ段母线,114.785789,7.3,62,1031.9,5.1,115,0
2019/1/3 14:30,2019,X地市,X01变电站,110kV,1号主变,26.293007,13.062314,1.909842,66.609711,110kVⅠ段母线,115.003433,7.3,62,1031.7,5.1,115,0
2019/1/3 14:40,2019,X地市,X01变电站,110kV,1号主变,26.366508,12.951745,1.945023,66.148056,110kVⅠ段母线,114.947006,7.3,63,1031.7,5.1,115,0
2019/1/3 14:50,2019,X地市,X01变电站,110kV,1号主变,25.999001,13.172884,1.89979,67.576973,110kVⅠ段母线,114.995369,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 15:00,2019,X地市,X01变电站,110kV,1号主变,26.293007,12.931641,1.970153,66.279953,110kVⅠ段母线,115.261383,7.3,61,1031.7,5.1,115,0
2019/1/3 15:10,2019,X地市,X01变电站,110kV,1号主变,26.219505,12.846201,1.89979,65.664421,110kVⅠ段母线,115.116287,7.3,61,1031.7,5.2,103,0
2019/1/3 15:20,2019,X地市,X01变电站,110kV,1号主变,26.219505,13.17791,2.020412,67.774826,110kVⅠ段母线,115.051804,7.3,62,1031.6,5.2,103,0
2019/1/3 15:30,2019,X地市,X01变电站,110kV,1号主变,26.146004,13.17791,1.939997,66.983421,110kVⅠ段母线,115.446777,7.4,62,1031.5,5.3,104,0
2019/1/3 15:40,2019,X地市,X01变电站,110kV,1号主变,26.146004,13.137703,1.939997,67.093338,110kVⅠ段母线,115.204956,7.4,63,1031.5,5.3,104,0
2019/1/3 15:50,2019,X地市,X01变电站,110kV,1号主变,26.219505,13.203039,1.754039,67.159286,110kVⅠ段母线,115.470963,7.3,62,1031.5,5.5,103,0
2019/1/3 16:00,2019,X地市,X01变电站,110kV,1号主变,26.219505,13.419152,1.784195,68.368378,110kVⅠ段母线,115.54351,7.3,62,1031.6,5.5,103,0
2019/1/3 16:10,2019,X地市,X01变电站,110kV,1号主变,26.219505,13.801121,2.075697,70.083084,110kVⅠ段母线,115.793388,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 16:20,2019,X地市,X01变电站,110kV,1号主变,26.219505,14.162986,1.914868,71.885719,110kVⅠ段母线,115.341995,7.3,63,1031.7,4,101,0
2019/1/3 16:30,2019,X地市,X01变电站,110kV,1号主变,26.293007,14.534903,1.960101,73.798279,110kVⅠ段母线,115.817574,7.3,63,1031.7,4.4,92,0
2019/1/3 16:40,2019,X地市,X01变电站,110kV,1号主变,26.293007,15.05257,2.136008,76.546204,110kVⅠ段母线,116.091644,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 16:50,2019,X地市,X01变电站,110kV,1号主变,26.366508,15.590342,2.226474,79.206192,110kVⅠ段母线,116.123886,7.3,63,1031.8,4.7,102,0
2019/1/3 17:00,2019,X地市,X01变电站,110kV,1号主变,26.439995,15.796404,2.171189,79.689827,110kVⅠ段母线,116.389893,7.3,63,1031.9,4.7,102,0
2019/1/3 17:10,2019,X地市,X01变电站,110kV,1号主变,26.513496,16.314072,2.62352,83.097252,110kVⅠ段母线,116.059402,7.2,64,1031.9,4.1,105,0
2019/1/3 17:20,2019,X地市,X01变电站,110kV,1号主变,26.586998,17.268991,2.563209,86.834435,110kVⅠ段母线,116.46244,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 17:30,2019,X地市,X01变电站,110kV,1号主变,26.6605,17.339355,2.558183,87.208153,110kVⅠ段母线,116.655899,7.2,64,1031.9,4.7,95,0
2019/1/3 17:40,2019,X地市,X01变电站,110kV,1号主变,26.734001,17.399664,2.251603,87.186172,110kVⅠ段母线,116.002975,7.2,64,1031.8,4.7,95,0
2019/1/3 17:50,2019,X地市,X01变电站,110kV,1号主变,26.880997,17.324276,2.201344,86.988312,110kVⅠ段母线,116.107765,7.2,64,1031.8,4.7,95,0
2019/1/3 18:00,2019,X地市,X01变电站,110kV,1号主变,27.028,17.681116,2.311914,88.285339,110kVⅠ段母线,116.212555,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 18:10,2019,X地市,X01变电站,110kV,1号主变,27.175003,17.661013,2.271707,88.571121,110kVⅠ段母线,116.164192,7.2,64,1031.9,4.3,87,0
2019/1/3 18:20,2019,X地市,X01变电站,110kV,1号主变,27.248505,17.81179,2.326992,89.758224,110kVⅠ段母线,116.027161,7.2,64,1032.1,4.3,87,0
2019/1/3 18:30,2019,X地市,X01变电站,110kV,1号主变,27.3955,18.06811,2.276733,90.703514,110kVⅠ段母线,116.08358,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 18:40,2019,X地市,X01变电站,110kV,1号主变,27.542503,18.188732,2.251603,91.297066,110kVⅠ段母线,116.220619,7.2,65,1032.1,4.3,87,0
2019/1/3 18:50,2019,X地市,X01变电站,110kV,1号主变,27.689507,18.751633,2.31694,94.990273,110kVⅠ段母线,116.180313,7.2,65,1032.2,4.3,87,0
2019/1/3 19:00,2019,X地市,X01变电站,110kV,1号主变,27.836502,18.847124,2.332017,94.792419,110kVⅠ段母线,115.82563,7.2,66,1032.3,4.3,87,0
2019/1/3 19:10,2019,X地市,X01变电站,110kV,1号主变,27.983505,19.158731,2.392328,96.067467,110kVⅠ段母线,115.97879,7.2,66,1032.2,4.1,104,0
2019/1/3 19:20,2019,X地市,X01变电站,110kV,1号主变,28.130501,19.460285,2.407406,97.232582,110kVⅠ段母线,116.059402,7.2,67,1032.2,4.1,104,0
2019/1/3 19:30,2019,X地市,X01变电站,110kV,1号主变,28.277496,19.545725,2.392328,98.045967,110kVⅠ段母线,116.019096,7.2,67,1032.1,4.1,104,0
2019/1/3 19:40,2019,X地市,X01变电站,110kV,1号主变,28.4245,19.932718,2.693882,100.156372,110kVⅠ段母线,115.954605,7.1,67,1032.1,4.1,104,0
2019/1/3 19:50,2019,X地市,X01变电站,110kV,1号主变,28.498001,19.907591,2.648649,100.090424,110kVⅠ段母线,115.720848,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 20:00,2019,X地市,X01变电站,110kV,1号主变,28.644997,20.15386,2.663727,100.85984,110kVⅠ段母线,115.97879,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 20:10,2019,X地市,X01变电站,110kV,1号主变,28.792,20.46044,2.713986,102.838348,110kVⅠ段母线,115.954605,7.2,68,1031.8,4,91,0
2019/1/3 20:20,2019,X地市,X01变电站,110kV,1号主变,28.939003,20.601164,2.724038,103.629745,110kVⅠ段母线,116.115822,7.2,68,1031.7,4.6,101,0
2019/1/3 20:30,2019,X地市,X01变电站,110kV,1号主变,29.012505,20.837381,2.70896,104.355202,110kVⅠ段母线,115.865944,7.2,69,1031.6,4.6,91,0
2019/1/3 20:40,2019,X地市,X01变电站,110kV,1号主变,29.1595,20.571009,2.608442,103.805618,110kVⅠ段母线,115.865944,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 20:50,2019,X地市,X01变电站,110kV,1号主变,29.306503,20.380024,2.558183,102.1129,110kVⅠ段母线,115.954605,7.3,69,1031.2,5,98,0
2019/1/3 21:00,2019,X地市,X01变电站,110kV,1号主变,29.453506,20.480543,2.502898,102.046944,110kVⅠ段母线,116.123886,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 21:10,2019,X地市,X01变电站,110kV,1号主变,29.600494,20.535828,2.42751,102.222809,110kVⅠ段母线,116.019096,7.2,70,1031.5,4,108,0
2019/1/3 21:20,2019,X地市,X01变电站,110kV,1号主变,29.747498,19.932718,2.211396,99.496872,110kVⅠ段母线,115.841759,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 21:30,2019,X地市,X01变电站,110kV,1号主变,30.114998,19.56583,2.201344,97.496384,110kVⅠ段母线,115.535454,7.1,70,1031.5,4,108,0
2019/1/3 21:40,2019,X地市,X01变电站,110kV,1号主变,29.968002,19.1336,2.161137,95.034241,110kVⅠ段母线,116.051338,7.2,70,1031.5,4,108,0
2019/1/3 21:50,2019,X地市,X01变电站,110kV,1号主变,30.041496,18.821997,2.075697,93.319534,110kVⅠ段母线,116.430199,7.2,70,1031.4,4,111,0
2019/1/3 22:00,2019,X地市,X01变电站,110kV,1号主变,30.114998,18.123394,1.834453,90.022026,110kVⅠ段母线,116.414078,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 22:10,2019,X地市,X01变电站,110kV,1号主变,30.114998,17.575571,1.939997,86.900383,110kVⅠ段母线,116.857422,7.2,70,1030.9,4.3,96,0
2019/1/3 22:20,2019,X地市,X01变电站,110kV,1号主变,30.041496,16.89205,1.743987,83.470978,110kVⅠ段母线,116.817116,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 22:30,2019,X地市,X01变电站,110kV,1号主变,30.041496,16.108009,1.688702,79.821724,110kVⅠ段母线,116.938026,7.1,70,1031,4.6,106,0
2019/1/3 22:40,2019,X地市,X01变电站,110kV,1号主变,30.041496,15.479773,1.59321,76.65612,110kVⅠ段母线,116.696205,7.1,71,1030.7,4.6,106,0
2019/1/3 22:50,2019,X地市,X01变电站,110kV,1号主变,29.673996,14.740964,1.527874,73.006874,110kVⅠ段母线,116.268982,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 23:00,2019,X地市,X01变电站,110kV,1号主变,29.820999,14.298685,1.487666,70.984406,110kVⅠ段母线,116.696205,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 23:10,2019,X地市,X01变电站,110kV,1号主变,29.820999,13.650344,1.341915,67.994659,110kVⅠ段母线,116.615593,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 23:20,2019,X地市,X01变电站,110kV,1号主变,29.747498,13.112574,1.316786,65.664421,110kVⅠ段母线,116.62365,7,71,1030.5,3.4,107,0
2019/1/3 23:30,2019,X地市,X01变电站,110kV,1号主变,29.673996,12.579828,1.216268,62.630711,110kVⅠ段母线,116.809059,7.1,71,1030.1,3.5,87,0
2019/1/3 23:40,2019,X地市,X01变电站,110kV,1号主变,29.526993,11.785735,0.824248,58.761631,110kVⅠ段母线,116.575287,7.2,71,1030,4.9,86,0
2019/1/3 23:50,2019,X地市,X01变电站,110kV,1号主变,29.380005,11.293198,0.789066,56.36544,110kVⅠ段母线,116.913841,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 0:00,2019,Y地市,Y01变电站,220kV,1号主变,24.140625,46.020279,5.894883,116.894531,220千伏正母线,229.96875,3.3,66,1038.5,3.9,14,0
2019/1/1 0:10,2019,Y地市,Y01变电站,220kV,1号主变,24.052734,46.087265,5.091035,114.609375,220千伏正母线,229.259766,3.3,66,1038.4,3,12,0
2019/1/1 0:20,2019,Y地市,Y01变电站,220kV,1号主变,24.169922,44.479572,5.158022,111.621094,220千伏正母线,229.195312,3.3,66,1038.3,3,12,0
2019/1/1 0:30,2019,Y地市,Y01变电站,220kV,1号主变,24.111328,44.27861,5.024048,113.90625,220千伏正母线,229.259766,3.2,66,1038.3,3,13,0
2019/1/1 0:40,2019,Y地市,Y01变电站,220kV,1号主变,24.023438,45.216431,5.626934,113.203125,220千伏正母线,229.388672,3.2,67,1038.3,3,13,0
2019/1/1 0:50,2019,Y地市,Y01变电站,220kV,1号主变,23.466797,43.541748,5.358984,109.160156,220千伏正母线,229.195312,3.1,66,1038.2,3.2,341,0
2019/1/1 1:00,2019,Y地市,Y01变电站,220kV,1号主变,23.378906,42.938862,5.091035,110.214844,220千伏正母线,229.388672,3.1,66,1038.3,3.2,353,0
2019/1/1 1:10,2019,Y地市,Y01变电站,220kV,1号主变,23.261719,42.001041,5.358984,106.347656,220千伏正母线,229.324219,3.1,66,1038.5,3.9,13,0
2019/1/1 1:20,2019,Y地市,Y01变电站,220kV,1号主变,23.232422,42.670914,5.024048,106.523438,220千伏正母线,229.130859,3.1,66,1038.7,3.9,13,0
2019/1/1 1:30,2019,Y地市,Y01变电站,220kV,1号主变,23.232422,42.26899,4.421162,104.589844,220千伏正母线,229.066406,3,67,1038.7,3.9,13,0
2019/1/1 1:40,2019,Y地市,Y01变电站,220kV,1号主变,23.261719,38.98661,4.48815,100.722656,220千伏正母线,228.421875,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 1:50,2019,Y地市,Y01变电站,220kV,1号主变,23.232422,40.527321,4.354175,104.414062,220千伏正母线,229.130859,3,66,1038.7,3.9,13,0
2019/1/1 2:00,2019,Y地市,Y01变电站,220kV,1号主变,23.203125,40.326359,4.421162,101.425781,220千伏正母线,229.130859,2.9,66,1038.7,3.9,13,0
2019/1/1 2:10,2019,Y地市,Y01变电站,220kV,1号主变,23.203125,40.393345,4.2202,101.425781,220千伏正母线,229.259766,2.9,66,1038.7,3.8,10,0
2019/1/1 2:20,2019,Y地市,Y01变电站,220kV,1号主变,23.056641,39.924435,3.952251,99.667969,220千伏正母线,229.066406,2.9,66,1038.7,4.7,346,0
2019/1/1 2:30,2019,Y地市,Y01变电站,220kV,1号主变,22.470703,38.316738,3.416353,96.503906,220千伏正母线,229.259766,2.8,66,1038.6,4.7,346,0
2019/1/1 2:40,2019,Y地市,Y01变电站,220kV,1号主变,22.470703,37.646866,3.617315,95.449219,220千伏正母线,229.388672,2.8,65,1038.6,4.7,347,0
2019/1/1 2:50,2019,Y地市,Y01变电站,220kV,1号主变,22.294922,37.311928,3.349365,95.976562,220千伏正母线,229.130859,2.8,64,1038.5,4.7,347,0
2019/1/1 3:00,2019,Y地市,Y01变电站,220kV,1号主变,22.177734,36.508083,2.947442,91.582031,220千伏正母线,229.130859,2.7,64,1038.4,4.7,346,0
2019/1/1 3:10,2019,Y地市,Y01变电站,220kV,1号主变,22.177734,38.919624,3.550327,97.734375,220千伏正母线,229.646484,2.7,63,1038.4,3.7,348,0
2019/1/1 3:20,2019,Y地市,Y01变电站,220kV,1号主变,22.148438,37.847828,3.215391,91.933594,220千伏正母线,229.324219,2.7,63,1038.4,3.7,348,0
2019/1/1 3:30,2019,Y地市,Y01变电站,220kV,1号主变,22.060547,35.369297,3.081416,92.988281,220千伏正母线,229.001953,2.6,64,1038.3,3.7,344,0
2019/1/1 3:40,2019,Y地市,Y01变电站,220kV,1号主变,22.207031,36.508083,2.947442,91.054688,220千伏正母线,229.259766,2.6,65,1038.3,3.7,344,0
2019/1/1 3:50,2019,Y地市,Y01变电站,220kV,1号主变,22.207031,35.570259,2.813467,89.121094,220千伏正母线,229.453125,2.5,65,1038.2,3.8,354,0
2019/1/1 4:00,2019,Y地市,Y01变电站,220kV,1号主变,22.207031,35.503273,2.880454,90.175781,220千伏正母线,229.582031,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 4:10,2019,Y地市,Y01变电站,220kV,1号主变,22.207031,34.833401,2.813467,89.648438,220千伏正母线,229.130859,2.4,65,1038,3.9,344,0
2019/1/1 4:20,2019,Y地市,Y01变电站,220kV,1号主变,22.294922,34.699425,2.47853,88.59375,220千伏正母线,229.195312,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 4:30,2019,Y地市,Y01变电站,220kV,1号主变,22.177734,35.369297,2.545518,87.1875,220千伏正母线,229.324219,2.4,65,1037.9,4.1,7,0
2019/1/1 4:40,2019,Y地市,Y01变电站,220kV,1号主变,22.148438,34.297501,2.74648,87.539062,220千伏正母线,229.388672,2.3,63,1037.9,4.1,7,0
2019/1/1 4:50,2019,Y地市,Y01变电站,220kV,1号主变,22.060547,35.570259,2.545518,89.824219,220千伏正母线,229.710938,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 5:00,2019,Y地市,Y01变电站,220kV,1号主变,22.03125,35.905197,2.880454,91.933594,220千伏正母线,229.388672,2.2,62,1037.9,4.3,27,0
2019/1/1 5:10,2019,Y地市,Y01变电站,220kV,1号主变,22.119141,36.173145,2.880454,89.824219,220千伏正母线,229.775391,2.2,62,1037.9,3.5,26,0
2019/1/1 5:20,2019,Y地市,Y01变电站,220kV,1号主变,22.265625,36.374107,2.612505,93.515625,220千伏正母线,229.904297,2.2,60,1037.9,3.5,26,0
2019/1/1 5:30,2019,Y地市,Y01变电站,220kV,1号主变,22.207031,35.369297,2.143594,88.59375,220千伏正母线,229.582031,2.2,59,1038,4.1,15,0
2019/1/1 5:40,2019,Y地市,Y01变电站,220kV,1号主变,22.119141,36.843018,1.942632,93.164062,220千伏正母线,229.582031,2.1,59,1038,4.1,15,0
2019/1/1 5:50,2019,Y地市,Y01变电站,220kV,1号主变,21.328125,35.704235,1.942632,88.59375,220千伏正母线,230.033203,2.1,59,1038.1,4.8,350,0
2019/1/1 6:00,2019,Y地市,Y01变电站,220kV,1号主变,21.416016,36.106159,1.942632,90.527344,220千伏正母线,228.9375,2.1,59,1038.2,4.8,350,0
2019/1/1 6:10,2019,Y地市,Y01变电站,220kV,1号主变,21.357422,36.374107,2.277568,93.515625,220千伏正母线,228.808594,2.1,59,1038.3,3.3,352,0
2019/1/1 6:20,2019,Y地市,Y01变电站,220kV,1号主变,21.210938,37.51289,2.009619,93.515625,220千伏正母线,228.744141,2,59,1038.3,3.6,350,0
2019/1/1 6:30,2019,Y地市,Y01变电站,220kV,1号主变,21.152344,36.976994,2.813467,94.394531,220千伏正母线,228.744141,2,60,1038.5,3.6,350,0
2019/1/1 6:40,2019,Y地市,Y01变电站,220kV,1号主变,21.152344,37.646866,2.947442,93.867188,220千伏正母线,228.808594,2,61,1038.7,3.6,350,0
2019/1/1 6:50,2019,Y地市,Y01变电站,220kV,1号主变,21.269531,37.981804,3.215391,94.570312,220千伏正母线,229.130859,2,61,1038.9,3.6,350,0
2019/1/1 7:00,2019,Y地市,Y01变电站,220kV,1号主变,21.328125,38.919624,2.813467,98.085938,220千伏正母线,229.001953,2,61,1039.1,3.6,350,0
2019/1/1 7:10,2019,Y地市,Y01变电站,220kV,1号主变,21.357422,39.790459,3.282378,99.316406,220千伏正母线,228.9375,1.9,60,1039.1,3,13,0
2019/1/1 7:20,2019,Y地市,Y01变电站,220kV,1号主变,21.328125,40.393345,3.684302,99.140625,220千伏正母线,229.775391,1.9,59,1039.2,3,13,0
2019/1/1 7:30,2019,Y地市,Y01变电站,220kV,1号主变,21.972656,41.197193,3.282378,103.710938,220千伏正母线,230.226562,1.9,60,1039.3,3,13,0
2019/1/1 7:40,2019,Y地市,Y01变电站,220kV,1号主变,22.119141,41.331169,3.148403,103.007812,220千伏正母线,229.453125,2,58,1039.4,3,13,0
2019/1/1 7:50,2019,Y地市,Y01变电站,220kV,1号主变,22.207031,42.135014,3.818276,105.292969,220千伏正母线,229.775391,2,60,1039.7,3,13,0
2019/1/1 8:00,2019,Y地市,Y01变电站,220kV,1号主变,22.148438,42.938862,3.952251,105.117188,220千伏正母线,229.839844,2.1,59,1039.6,3,13,0
2019/1/1 8:10,2019,Y地市,Y01变电站,220kV,1号主变,22.148438,44.814507,4.957061,110.742188,220千伏正母线,229.839844,2.1,57,1039.9,2.6,353,0
2019/1/1 8:20,2019,Y地市,Y01变电站,220kV,1号主变,22.148438,45.886303,5.827896,114.257812,220千伏正母线,229.582031,2.2,55,1040,3.4,334,0
2019/1/1 8:30,2019,Y地市,Y01变电站,220kV,1号主变,22.060547,45.819317,5.492959,114.785156,220千伏正母线,229.453125,2.3,55,1039.9,3.4,334,0
2019/1/1 8:40,2019,Y地市,Y01变电站,220kV,1号主变,22.089844,46.422203,5.626934,115.839844,220千伏正母线,229.517578,2.4,53,1040,3.4,336,0
