Date,Consumption,Wind,Solar
2013/11/22,1437.637,87.925,8.982
2013/11/23,1218.068,59.506,10.711
2013/11/24,1137.567,147.275,16.986
2013/11/25,1440.468,110.696,49.93
2013/11/26,1462.164,39.164,41.495
2013/11/27,1493.989,160.495,40.126
2013/11/28,1508.714,234.884,10.813
2013/11/29,1488.75,282.77,9.846
2013/11/30,1254.591,132.31,16.274
2013/12/1,1161.769,211.319,24.464
2013/12/2,1434.486,57.128,46.315
2013/12/3,1468.226,48.058,45.517
2013/12/4,1511.246,216.869,16.627
2013/12/5,1563.832,489.692,16.287
2013/12/6,1545.494,556.412,18.801
2013/12/7,1278.523,255.674,11.943
2013/12/8,1189.613,333.321,15.861
2013/12/9,1477.263,284.794,18.095
2013/12/10,1474.226,46.505,27.425
2013/12/11,1475.435,28.424,16.686
2013/12/12,1475.418,63.336,20.132
2013/12/13,1456.19,77.738,26.251
2013/12/14,1276.979,142.066,14.509
2013/12/15,1194.796,291.182,16.943
2013/12/16,1467.555,308.486,50.787
2013/12/17,1457.235,112.888,42.532
2013/12/18,1447.499,164.438,17.871
2013/12/19,1430.139,263.516,9.585
2013/12/20,1345.651,208.591,14.999
2013/12/21,1250.817,442.35,21.391
2013/12/22,1141.975,453.528,16.697
2013/12/23,1199.865,374.076,34.929
2013/12/24,1128.997,535.335,25.286
2013/12/25,992.789,191.556,11.752
2013/12/26,989.254,49.436,10.548
2013/12/27,1166.552,395.736,41.011
2013/12/28,1089.79,208.514,21.028
2013/12/29,1031.149,213.978,20.933
2013/12/30,1149.097,254.119,47.097
2013/12/31,1068.429,174.67,43.219
2014/1/1,1080.08,220.085,30.493
2014/1/2,1343.101,304.166,13.68
2014/1/3,1379.776,340.639,23.51
2014/1/4,1271.029,260.828,15.227
2014/1/5,1182.416,175.812,18.067
2014/1/6,1408.202,370.91,26.281
2014/1/7,1529.25,363.756,44.463
2014/1/8,1550.398,287.099,35.228
2014/1/9,1572.194,430.36,23.977
2014/1/10,1552.413,376.86,30.979
2014/1/11,1350.439,308.404,23.923
2014/1/12,1243.628,240.415,45.882
2014/1/13,1582.797,124.885,21.976
2014/1/14,1597.275,33.002,15.4
2014/1/15,1592.384,85.85,30.897
2014/1/16,1607.804,172.755,14.973
2014/1/17,1571.637,121.368,20.624
2014/1/18,1353.455,162.727,35.464
2014/1/19,1255.814,301.247,20.363
2014/1/20,1590.687,78.647,6.371
2014/1/21,1624.806,15.643,5.835
2014/1/22,1625.155,60.259,11.992
2014/1/23,1631.373,125.177,13.661
2014/1/24,1617.411,106.527,9.807
2014/1/25,1399.124,145.786,19.051
2014/1/26,1302.735,184.365,15.07
2014/1/27,1612.213,182.071,23.639
2014/1/28,1636.751,157.588,38.964
2014/1/29,1659.96,213.55,24.072
2014/1/30,1651.529,167.885,37.222
2014/1/31,1605.265,112.603,45.499
2014/2/1,1391.43,282.132,41.298
2014/2/2,1265.416,107.799,33.744
2014/2/3,1598.551,108.91,35.126
2014/2/4,1617.799,131.89,44.494
2014/2/5,1623.241,217.711,49.166
2014/2/6,1597.979,288.646,67.497
2014/2/7,1576.93,470.114,35.591
2014/2/8,1365.813,361.931,45.606
2014/2/9,1252.107,423.278,44.165
2014/2/10,1577.328,148.804,43.026
2014/2/11,1600.185,228.572,44.14
2014/2/12,1597.122,262.52,60.117
2014/2/13,1602.375,270.977,45.448
2014/2/14,1570.213,283.346,77.22
2014/2/15,1347.503,477.891,41.842
2014/2/16,1237.654,408.778,42.372
2014/2/17,1548.644,101.83,78.833
2014/2/18,1582.932,96.737,60.528
2014/2/19,1588.602,113.18,30.109
2014/2/20,1564.341,182.761,70.129
2014/2/21,1549.993,193.634,37.836
2014/2/22,1330.959,212.118,70.625
2014/2/23,1206.696,183.838,101.587
2014/2/24,1521.083,226.315,126.092
2014/2/25,1552.925,154.765,104.44
2014/2/26,1555.038,49.336,74.913
2014/2/27,1553.46,101.158,62.879
2014/2/28,1524.716,46.998,66.286
2014/3/1,1310.863,42.38,74.222
2014/3/2,1205.382,79.034,58.509
2014/3/3,1479.361,174.177,83.837
2014/3/4,1521.878,19.16,70.862
2014/3/5,1550.944,18.679,74.279
2014/3/6,1546.473,54.556,91.283
2014/3/7,1514.897,114.278,120.06
2014/3/8,1279.162,107.357,131.284
2014/3/9,1161.496,175.888,145.585
2014/3/10,1479.23,94.246,145.402
2014/3/11,1521.112,113.199,138.73
2014/3/12,1516.331,29.766,148.507
2014/3/13,1510.033,22.425,147.203
2014/3/14,1488.044,122.019,135.133
2014/3/15,1303.214,510.579,46.959
2014/3/16,1199.315,538.519,33.936
2014/3/17,1498.042,354.408,84.79
2014/3/18,1528.932,215.012,78.96
2014/3/19,1524.762,405.654,66.495
2014/3/20,1498.548,311.326,160.777
2014/3/21,1474.562,289.345,114.934
2014/3/22,1280.873,147.024,63.536
2014/3/23,1176.87,71.096,59.828
2014/3/24,1499.18,27.402,84.584
2014/3/25,1521.834,39.216,107.847
2014/3/26,1522.582,94.095,131.795
2014/3/27,1510.903,192.194,156.117
2014/3/28,1470.81,110.056,121.595
2014/3/29,1243.377,68.398,143.266
2014/3/30,1125.085,18.572,146.7
2014/3/31,1446.114,14.138,112.798
2014/4/1,1478.178,51.836,130.867
2014/4/2,1471.166,60.625,154.848
2014/4/3,1470.548,80.191,129.742
2014/4/4,1461.671,115.145,90.971
2014/4/5,1237.849,27.935,66.195
2014/4/6,1131.553,72.646,107.538
2014/4/7,1448.664,105.559,133.231
2014/4/8,1496.591,376.208,84.813
2014/4/9,1497.473,327.336,114.114
2014/4/10,1485.145,56.872,76.7
2014/4/11,1454.772,21.614,112.75
2014/4/12,1227.196,38.922,140.749
2014/4/13,1129.114,228.889,135.688
2014/4/14,1478.427,464.751,106.767
2014/4/15,1504.507,228.219,94.095
2014/4/16,1486.581,27.934,153.73
2014/4/17,1452.004,195.485,186.007
2014/4/18,1150.044,133.495,78.857
2014/4/19,1146.115,162.251,142.375
2014/4/20,1022.538,203.536,151.246
2014/4/21,1059.095,115.725,127.136
2014/4/22,1412.359,36.72,133.131
2014/4/23,1447.726,32.419,156.585
2014/4/24,1450.887,50.662,146.985
2014/4/25,1426.432,112.481,175.62
2014/4/26,1217.886,56.557,131.771
2014/4/27,1130.993,91.876,81.851
2014/4/28,1451.764,40.13,81.216
2014/4/29,1468.143,15.868,113.807
2014/4/30,1432.06,20.384,132.568
2014/5/1,1099.884,52.133,108.002
2014/5/2,1308.181,119.131,80.413
2014/5/3,1196.095,69.523,104.548
2014/5/4,1111.713,53.759,154.639
2014/5/5,1423.702,34.962,182.434
2014/5/6,1451.314,136.842,129.307
2014/5/7,1464.422,173.756,102.604
2014/5/8,1471.633,198.843,110.076
2014/5/9,1450.379,286.629,113.136
2014/5/10,1221.389,224.009,110.187
2014/5/11,1122.323,373.66,124.436
2014/5/12,1449.973,239.793,124.642
2014/5/13,1471.536,136.822,120.052
2014/5/14,1473.9,155.534,144.885
2014/5/15,1468.244,77.979,113.941
2014/5/16,1430.868,100.726,159.432
2014/5/17,1206.499,68.244,135.701
2014/5/18,1107.433,43.53,121.581
2014/5/19,1421.566,27.773,170.961
2014/5/20,1449.074,41.571,195.205
2014/5/21,1457.263,93.73,184.982
2014/5/22,1459.234,112.809,185.338
2014/5/23,1429.832,56.471,119.22
2014/5/24,1199.258,32.656,140.007
2014/5/25,1089.246,34.69,193.159
2014/5/26,1429.811,138.365,137.176
2014/5/27,1464.019,189.127,70.47
2014/5/28,1441.622,189.686,60.001
2014/5/29,1128.151,76.746,83.043
2014/5/30,1261.208,59.239,138.099
2014/5/31,1147.44,105.023,189.115
2014/6/1,1068.982,23.571,155.656
2014/6/2,1403.083,15.254,169.436
2014/6/3,1433.509,14.213,166.671
2014/6/4,1444.044,67.454,153.844
2014/6/5,1436.595,176.676,158.335
2014/6/6,1403.466,61.768,212.446
2014/6/7,1176.898,38.27,203.093
2014/6/8,1029.637,49.895,192.656
2014/6/9,1075.393,76.425,195.666
2014/6/10,1425.094,78.301,183.872
2014/6/11,1452.282,64.544,153.227
2014/6/12,1433.946,63.601,184.129
2014/6/13,1409.767,162.342,168.906
2014/6/14,1173.157,87.48,141.13
2014/6/15,1060.016,51.141,176.723
2014/6/16,1372.914,75.847,152.985
2014/6/17,1404.609,49.103,148.227
2014/6/18,1395.354,77.037,181.093
2014/6/19,1208.285,229.77,141.876
2014/6/20,1310.358,219.192,114.155
2014/6/21,1155.962,178.46,142.768
2014/6/22,1066.92,185.336,176.847
2014/6/23,1403.576,108.49,186.106
2014/6/24,1434.542,39.811,154.454
2014/6/25,1434.41,46.996,131.954
2014/6/26,1413.061,20.968,179.002
2014/6/27,1400.165,35.612,173.488
2014/6/28,1192.279,49.169,128.632
2014/6/29,1094.965,61.47,74.239
2014/6/30,1398.098,65.301,131.967
2014/7/1,1407.234,61.67,176.137
2014/7/2,1418.936,61.838,145.466
2014/7/3,1424.626,61.293,202.577
2014/7/4,1401.193,65.633,185.181
2014/7/5,1192.741,111.218,121.664
2014/7/6,1096.519,101.609,180.376
2014/7/7,1415.363,73.447,140.347
2014/7/8,1455.751,111.337,59.153
2014/7/9,1446.773,144.955,67.393
2014/7/10,1430.759,95.164,100.137
2014/7/11,1403.109,107.147,150.506
2014/7/12,1176.602,45.451,133.663
2014/7/13,1078.057,60.184,117.124
2014/7/14,1386.762,123.226,135.799
2014/7/15,1424.134,60.386,166.422
2014/7/16,1436.438,12.139,170.333
2014/7/17,1439.77,17.241,187.71
2014/7/18,1419.386,37.017,199.131
2014/7/19,1207.587,92.104,199.881
2014/7/20,1113.844,94.327,137.696
2014/7/21,1429.35,113.92,81.351
2014/7/22,1440.878,140.531,129.393
2014/7/23,1428.897,144.412,184.013
2014/7/24,1425.512,98.949,158.319
2014/7/25,1396.902,53.103,131.217
2014/7/26,1184.844,20.656,137.144
2014/7/27,1090.885,24.248,136.815
2014/7/28,1399.811,38.484,145.287
2014/7/29,1427.072,50.898,103.339
2014/7/30,1421.525,75.132,81.03
2014/7/31,1391.858,40.267,152.229
2014/8/1,1351.763,42.318,168.819
2014/8/2,1152.935,64.741,148.004
2014/8/3,1052.11,34.539,132.063
2014/8/4,1332.53,19.71,131.061
2014/8/5,1348.567,28.091,127.136
2014/8/6,1343.235,29.386,162.652
2014/8/7,1352.921,18.331,122.023
2014/8/8,1336.572,46.413,168.66
2014/8/9,1148.349,218.389,134.908
2014/8/10,1053.571,180.141,130.861
2014/8/11,1329.38,218.735,126.855
2014/8/12,1346.617,197.775,142.509
2014/8/13,1341.527,90.888,86.471
2014/8/14,1338.15,112.458,124.461
2014/8/15,1287.993,61.503,106.166
2014/8/16,1125.591,140.513,115.74
2014/8/17,1050.517,312.747,124.126
2014/8/18,1347.832,351.145,110.877
2014/8/19,1365.968,199.641,124
2014/8/20,1365.495,173.955,129.129
2014/8/21,1356.223,68.322,152.26
2014/8/22,1344.779,155.872,126.768
2014/8/23,1145.574,87.425,106.408
2014/8/24,1060.239,124.41,136.511
2014/8/25,1367.119,57.714,115.915
2014/8/26,1409.568,42.218,78.911
2014/8/27,1399.388,30.024,136.724
2014/8/28,1406.689,35.425,160.051
2014/8/29,1388.598,69.132,101.239
2014/8/30,1169.708,83.149,102.679
2014/8/31,1079.792,37.955,60.84
2014/9/1,1387.259,36.894,71.364
2014/9/2,1415.362,45.105,82.853
2014/9/3,1418.535,110.42,95.348
2014/9/4,1419.51,109.657,119.821
2014/9/5,1396.018,41.992,124.312
2014/9/6,1172.116,18.555,128.684
2014/9/7,1078.244,15.711,123.035
2014/9/8,1397.91,47.111,125.692
2014/9/9,1423.748,102.13,111.99
2014/9/10,1425.248,76.089,92.436
2014/9/11,1423.049,63.28,90.025
2014/9/12,1423.06,180.216,51.12
2014/9/13,1188.869,75.142,53.091
2014/9/14,1086.61,53.165,59.757
2014/9/15,1413.548,71.805,89.681
2014/9/16,1432.668,93.087,128.487
2014/9/17,1439.671,104.751,146.901
2014/9/18,1439.382,74.677,122.506
2014/9/19,1413.083,23.299,102.953
2014/9/20,1190.711,17.137,85.92
2014/9/21,1108.882,157.228,54.796
2014/9/22,1430.587,281.634,76.929
2014/9/23,1426.598,61.541,117.971
2014/9/24,1441.296,111.839,102.105
2014/9/25,1452.119,188.065,65.25
2014/9/26,1429.24,142.969,60.57
2014/9/27,1191.276,50.571,113.267
2014/9/28,1094.546,38.365,122.009
2014/9/29,1418.665,32.29,113.405
2014/9/30,1451.462,26.168,52.997
2014/10/1,1447.344,12.246,80.138
2014/10/2,1415.769,10.196,89.986
2014/10/3,1110.308,44.422,117.679
2014/10/4,1140.025,137.346,119.378
2014/10/5,1101.846,62.392,73.745
2014/10/6,1433.779,160.918,82.411
2014/10/7,1479.844,313.869,49.44
2014/10/8,1478.642,209.25,52.208
2014/10/9,1478.021,197.397,79.59
2014/10/10,1438.007,102.455,62.358
2014/10/11,1210.109,30.514,45.737
2014/10/12,1112.591,69.606,80.305
2014/10/13,1446.082,89.49,45.408
2014/10/14,1462.093,54.773,89.416
2014/10/15,1463.674,54.713,65.657
2014/10/16,1480.27,61.472,40.676
2014/10/17,1456.43,74.101,42.73
2014/10/18,1213.968,126.626,87.456
2014/10/19,1104.944,265.341,105.22
2014/10/20,1452.216,273.488,51.853
2014/10/21,1494.806,286.298,40.925
2014/10/22,1524.348,378.716,20.663
2014/10/23,1505.152,84.073,29.981
2014/10/24,1469.695,123.965,67.071
2014/10/25,1250.048,76.458,35.54
2014/10/26,1146.154,105.976,56.477
2014/10/27,1462.771,107.16,57.641
2014/10/28,1506.889,118.568,61.658
2014/10/29,1510.275,70.214,48.358
2014/10/30,1498.149,23.869,27.46
2014/10/31,1416.136,68.188,51.021
2014/11/1,1179.257,96.107,76.835
2014/11/2,1132.342,174.948,73.45
2014/11/3,1474.104,350.446,59.483
2014/11/4,1510.933,130.539,41.387
2014/11/5,1530.091,25.005,19.036
2014/11/6,1514.495,39.699,27.494
2014/11/7,1500.385,171.848,42.354
2014/11/8,1261.024,166.502,68.173
2014/11/9,1168.962,110.421,46.333
2014/11/10,1501.365,78.695,22.479
2014/11/11,1535.672,132.094,34.645
2014/11/12,1543.143,73.135,26.875
2014/11/13,1540.201,15.178,15.503
2014/11/14,1510.641,163.246,29.288
2014/11/15,1293.132,176.934,25.242
2014/11/16,1190.046,138.19,18.338
2014/11/17,1502.959,81.525,37.031
2014/11/18,1552.335,128.22,7.552
2014/11/19,1535.652,23.012,9.975
2014/11/20,1547.113,11.57,21.425
2014/11/21,1527.836,45.438,32.23
2014/11/22,1306.239,126.349,41.526
2014/11/23,1192.159,175.713,43.61
2014/11/24,1518.845,161.459,27.402
2014/11/25,1559.897,64.846,28.642
2014/11/26,1580.036,183.548,25.873
2014/11/27,1578.16,224.966,25.836
2014/11/28,1568.285,321.298,18.583
2014/11/29,1358.272,205.872,13.258
2014/11/30,1262.219,162.849,8.08
2014/12/1,1607.283,243.63,7.718
2014/12/2,1638.098,60.01,8.456
2014/12/3,1649.827,26.247,5.494
2014/12/4,1639.12,59.732,7.319
2014/12/5,1604.009,42.035,5.776
2014/12/6,1363.198,39.908,10.71
2014/12/7,1272.225,221.573,12.903
2014/12/8,1584.181,186.888,25.811
2014/12/9,1632.551,115.577,17.811
2014/12/10,1648.487,437.577,9.482
2014/12/11,1631.714,487.782,10.985
2014/12/12,1578.794,558.256,20.422
2014/12/13,1342.898,204.237,18.852
2014/12/14,1246.85,133.072,17.321
2014/12/15,1551.297,266.184,14.406
2014/12/16,1563.686,197.242,12.506
2014/12/17,1564.912,266.233,8.123
2014/12/18,1518.968,398.166,7.48
2014/12/19,1460.466,543.569,13.717
2014/12/20,1302.196,598.355,15.09
2014/12/21,1195.561,485.817,19.468
2014/12/22,1363.14,648.537,14.822
2014/12/23,1326.533,595.724,21.218
2014/12/24,1154.524,527.182,18.589
2014/12/25,1089.457,400.728,16.82
2014/12/26,1101.683,42.512,18.696
2014/12/27,1198.834,249.906,7.521
2014/12/28,1168.079,137.846,15.524
2014/12/29,1316.093,148.966,5.221
2014/12/30,1300.367,121.775,3.392
2014/12/31,1183.51,145.511,3.721
2015/1/1,1111.336,325.128,17.079
2015/1/2,1300.884,603.558,7.758
2015/1/3,1265.271,462.953,7.236
2015/1/4,1198.854,385.024,19.984
2015/1/5,1449.861,216.543,26.524
2015/1/6,1452.891,117.231,32.888
2015/1/7,1569.872,227.208,17.113
2015/1/8,1586.974,440.32,8.597
2015/1/9,1563.293,641.73,6.823
2015/1/10,1331.448,634.675,20.477
2015/1/11,1262.161,630.379,19.811
2015/1/12,1582.066,631.833,11.025
2015/1/13,1574.302,511.733,50.282
2015/1/14,1593.682,406.986,18.105
2015/1/15,1602.404,556.471,17.156
2015/1/16,1565.32,249.329,22.817
2015/1/17,1354.801,137.719,21.405
2015/1/18,1267.489,127.217,31.261
2015/1/19,1594.869,31.621,23.683
2015/1/20,1629.73,16.737,10.79
2015/1/21,1632.146,50.365,22.121
2015/1/22,1636.978,62.294,12.119
2015/1/23,1616.264,38.59,7.015
2015/1/24,1402.911,156.998,9.833
2015/1/25,1290.655,111.707,11.572
2015/1/26,1611.883,231.594,10.594
2015/1/27,1620.565,268.631,17.574
2015/1/28,1626.164,441.697,16.581
2015/1/29,1620.04,401.554,27.784
2015/1/30,1587.346,125.179,13.462
2015/1/31,1360.551,133.954,20.213
2015/2/1,1273.828,121.819,24.68
2015/2/2,1608.68,197.405,20.268
2015/2/3,1639.26,97.155,27.53
2015/2/4,1651.314,40.218,31.95
2015/2/5,1647.357,127.519,29.04
2015/2/6,1620.507,168.548,46.344
2015/2/7,1408.553,284.226,55.924
2015/2/8,1296.855,405.421,52.429
2015/2/9,1618.607,382.505,15.049
2015/2/10,1626.864,145.803,24.129
2015/2/11,1623.086,26.156,28.011
2015/2/12,1619.396,24.475,40.589
2015/2/13,1583.173,96.107,64.532
2015/2/14,1359.135,117.229,67.187
2015/2/15,1261.167,202.852,60.942
2015/2/16,1536.78,204.535,60.863
2015/2/17,1600.019,64.951,40.31
2015/2/18,1611.379,134.261,40.082
2015/2/19,1607.741,243.061,62.938
2015/2/20,1571.017,332.284,79.745
2015/2/21,1345.913,270.833,49.617
2015/2/22,1256.938,162.979,52.148
2015/2/23,1592.656,365.763,28.046
2015/2/24,1604.991,317.556,50.806
2015/2/25,1585.249,107.047,72.248
2015/2/26,1579.35,177.505,106.263
2015/2/27,1569.187,136.122,65.845
2015/2/28,1340.489,207.35,82.594
2015/3/1,1235.836,449.937,36.689
2015/3/2,1546.866,510.473,65.601
2015/3/3,1570.639,430.854,101.146
2015/3/4,1579.064,379.816,70.465
2015/3/5,1573.558,164.829,68.654
2015/3/6,1547.83,137.701,65.594
2015/3/7,1317.425,269.203,114.556
2015/3/8,1182.494,202.512,134.967
2015/3/9,1496.531,74.487,118.813
2015/3/10,1537.668,145.528,97.029
2015/3/11,1530.601,124.235,114.652
2015/3/12,1536.444,74.432,104.668
2015/3/13,1524.474,153.322,85.054
2015/3/14,1320.247,147.22,41.482
2015/3/15,1212.893,243.311,63.372
2015/3/16,1507.519,334.722,117.278
2015/3/17,1506.485,186.919,131.459
2015/3/18,1498.96,113.937,149.836
2015/3/19,1508.011,45.01,135.886
2015/3/20,1490.008,35.96,123.326
2015/3/21,1304.469,164.026,75.307
2015/3/22,1196.051,132.091,87.08
2015/3/23,1500.293,66.904,113.19
2015/3/24,1518.172,23.568,117.004
2015/3/25,1508.028,142.024,116.248
2015/3/26,1521.241,120.271,38.513
2015/3/27,1499.701,219.296,76.244
2015/3/28,1274.136,214.583,115.42
2015/3/29,1187.673,521.684,37.867
2015/3/30,1500.454,610.862,90.403
2015/3/31,1517.419,624.674,69.416
2015/4/1,1531.944,571.057,98.71
2015/4/2,1506.147,418.505,81.69
2015/4/3,1174.095,161.449,140.232
2015/4/4,1193.274,88.66,96.847
2015/4/5,1084.83,72.337,151.392
2015/4/6,1122.724,76.945,111.57
2015/4/7,1464.286,155.723,159.794
2015/4/8,1476.07,78.784,125.824
2015/4/9,1448.204,24.647,175.45
2015/4/10,1420.437,44.875,180.74
2015/4/11,1230.603,351.54,112.846
2015/4/12,1122.555,300.331,159.134
2015/4/13,1444.641,334.801,144.96
2015/4/14,1463.975,216.884,168.19
2015/4/15,1455.666,290.28,193.77
2015/4/16,1447.202,137.144,147.324
2015/4/17,1432.894,151.659,104.332
2015/4/18,1199.975,84.779,169.882
2015/4/19,1102.443,51.104,198.883
2015/4/20,1410.487,113.383,205.496
2015/4/21,1432.199,228.041,206.99
2015/4/22,1423.398,105.756,160.095
2015/4/23,1418.293,52.021,175.937
2015/4/24,1398.64,59.09,199.57
2015/4/25,1201.174,150.274,94.441
2015/4/26,1103.922,67.136,128.818
2015/4/27,1447.782,133.809,115.396
2015/4/28,1467.317,133.987,106.754
2015/4/29,1453.773,153.288,188.72
2015/4/30,1424.302,150.687,131.623
2015/5/1,1079.915,63.834,103.282
2015/5/2,1125.912,40.322,143.598
2015/5/3,1101.446,229.809,88.594
2015/5/4,1413.223,197.049,138.384
2015/5/5,1445.995,380.563,107.216
2015/5/6,1434.754,305.756,145.294
2015/5/7,1430.15,260.491,162.957
2015/5/8,1392.394,52.543,176.126
2015/5/9,1184.991,290.011,113.683
2015/5/10,1088.438,240.723,181.404
2015/5/11,1407.102,165.676,189.041
2015/5/12,1433.055,280.167,161.219
2015/5/13,1395.238,223.766,177.51
2015/5/14,1098.291,77.642,145.415
2015/5/15,1245.49,55.131,145.869
2015/5/16,1151.318,193.21,138.181
2015/5/17,1076.939,227.922,149.478
2015/5/18,1396.521,156.963,182.098
2015/5/19,1434.103,241.209,125.1
2015/5/20,1425.217,92.801,105.493
2015/5/21,1423.081,69.252,140.32
2015/5/22,1393.65,41.415,176.991
2015/5/23,1163.304,70.854,119.798
2015/5/24,1010.009,22.434,143.27
2015/5/25,1054.735,74.079,113.398
2015/5/26,1388.669,147.333,110.496
2015/5/27,1420.104,125.289,117.916
2015/5/28,1416.905,256.677,165.649
2015/5/29,1391.308,170.035,147.59
2015/5/30,1182.868,290.929,140.754
2015/5/31,1084.568,283.656,155.475
2015/6/1,1394.145,147.381,132.072
2015/6/2,1437.818,478.516,154.352
2015/6/3,1412.579,316.339,177.705
2015/6/4,1205.178,56.149,218.299
2015/6/5,1320.672,156.822,216.424
2015/6/6,1174.111,184.088,181.009
2015/6/7,1070.875,109.243,186.591
2015/6/8,1395.467,160.107,119.035
2015/6/9,1418.821,106.815,97.876
2015/6/10,1424.7,84.706,143.4
2015/6/11,1420.772,58.756,172.32
2015/6/12,1411.397,56.419,199.816
2015/6/13,1192.32,143.809,143.346
2015/6/14,1073.904,114.352,166.145
2015/6/15,1393.554,112.779,133.096
2015/6/16,1401.419,90.335,137.918
2015/6/17,1402.199,127.653,192.863
2015/6/18,1419.662,223.961,87.712
2015/6/19,1395.931,218.656,104.668
2015/6/20,1180.535,135.488,107.567
2015/6/21,1085.127,80.067,107.638
2015/6/22,1409.975,122.563,90.986
2015/6/23,1431.524,207.185,126.521
2015/6/24,1431.097,177.371,132.832
2015/6/25,1417.865,42.689,175.957
2015/6/26,1394.149,31.867,157.912
2015/6/27,1175.912,166.768,112.506
2015/6/28,1064.642,63.403,186.14
2015/6/29,1398.283,52.494,182.155
2015/6/30,1423.809,47.23,207.983
2015/7/1,1444.957,158.819,217.827
2015/7/2,1470.2,218.79,212.962
2015/7/3,1439.366,71.633,189.467
2015/7/4,1215.227,82.893,196.262
2015/7/5,1121.175,97.525,174.593
2015/7/6,1422.065,173.299,190.647
2015/7/7,1454.992,120.469,184.434
2015/7/8,1434.461,418.904,127.198
2015/7/9,1415.71,418.717,137.691
2015/7/10,1380.306,217.787,200.97
2015/7/11,1165.998,50.018,193.952
2015/7/12,1084.822,116.87,140.94
2015/7/13,1401.845,112.572,75.687
2015/7/14,1429.539,115.932,108.586
2015/7/15,1430.462,50.165,162.621
2015/7/16,1440.181,42.96,183.513
2015/7/17,1425.905,187.513,168.476
2015/7/18,1186.873,150.581,148.598
2015/7/19,1093.809,147.605,108.781
2015/7/20,1399.288,116.549,145.533
2015/7/21,1449.58,197.342,172.694
2015/7/22,1442.967,87.093,165.599
2015/7/23,1417.126,74.843,132.932
2015/7/24,1388.711,108.88,169.174
2015/7/25,1176.33,461.972,135.593
2015/7/26,1051.867,241.118,177.35
2015/7/27,1354.408,290.984,113.897
2015/7/28,1379.207,427.335,123.039
2015/7/29,1374.893,405.033,118.725
2015/7/30,1370.35,396.157,151.511
2015/7/31,1326.948,127.666,188.273
2015/8/1,1123.809,61.181,157.698
2015/8/2,1038.046,46.869,183.837
2015/8/3,1353.912,127.868,203.412
2015/8/4,1385.44,162.887,139.899
2015/8/5,1368.478,68.686,194.808
2015/8/6,1389.743,94.69,190.6
2015/8/7,1363.039,73.113,176.365
2015/8/8,1162.867,126.431,157.084
2015/8/9,1071.309,70.336,171.801
2015/8/10,1364.364,77.203,149.19
2015/8/11,1384.07,79.877,166.506
2015/8/12,1394.084,77.831,154.922
2015/8/13,1394.573,210.782,182.845
2015/8/14,1365.638,188.334,146.498
2015/8/15,1143.305,65.667,121.592
2015/8/16,1068.273,98.615,56.387
2015/8/17,1364.661,142.498,49.802
2015/8/18,1374.693,104.856,94.329
2015/8/19,1363.831,33.009,104.526
2015/8/20,1367.7,30.544,123.53
2015/8/21,1343.751,55.194,173.468
2015/8/22,1144.347,129.765,186.346
2015/8/23,1063.363,289.786,171.318
2015/8/24,1386.899,258.47,120.085
2015/8/25,1400.484,395.609,127.304
2015/8/26,1411.119,288.872,180.244
2015/8/27,1423.337,218.99,119.737
2015/8/28,1383.029,86.618,107.129
2015/8/29,1164.636,40.847,172.194
2015/8/30,1085.568,55.971,162.395
2015/8/31,1418.065,101.452,166.718
2015/9/1,1454.193,221.322,94.596
2015/9/2,1431.186,182.791,120.108
2015/9/3,1424.913,113.314,91.536
2015/9/4,1398.09,240.758,123.201
2015/9/5,1188.41,446.861,95.646
2015/9/6,1108.465,481.082,97.598
2015/9/7,1409.703,147.326,89.038
2015/9/8,1434.184,78.667,118.003
2015/9/9,1426.93,95.916,142.309
2015/9/10,1426.198,152.087,141.593
2015/9/11,1407.695,142.541,138.019
2015/9/12,1201.761,148.795,131.44
2015/9/13,1113.172,137.882,96.79
2015/9/14,1438.257,229.019,70.731
2015/9/15,1458.246,352.415,95.003
2015/9/16,1475.5,319.829,70.325
2015/9/17,1478.113,438.08,76.106
2015/9/18,1415.759,180.151,111.53
2015/9/19,1194.287,85.477,105.757
2015/9/20,1109.639,166.83,90.978
2015/9/21,1420.448,96.52,133.641
2015/9/22,1461.989,171.151,66.474
2015/9/23,1466.2,79.286,64.206
2015/9/24,1456.21,195.382,99.773
2015/9/25,1427.929,77.128,104.589
2015/9/26,1212.761,68.063,94.86
2015/9/27,1121.202,91.519,130.186
2015/9/28,1431.729,90.68,130.787
2015/9/29,1459.78,163.317,142.001
2015/9/30,1458.914,142.645,159.769
2015/10/1,1425.006,102.329,169.809
2015/10/2,1391.05,81.229,160.641
2015/10/3,1103.113,58.129,134.113
2015/10/4,1096.609,54.976,71.88
2015/10/5,1411.536,140.703,101.552
2015/10/6,1472.839,289.122,56.157
2015/10/7,1482.683,196.138,37.459
2015/10/8,1476.684,50.86,44.709
2015/10/9,1434.129,50.77,60.437
2015/10/10,1214.974,198.301,72.662
2015/10/11,1126.644,324.805,111.136
2015/10/12,1445.207,215.958,119.87
2015/10/13,1511.174,127.045,44.312
2015/10/14,1541.517,131.671,22.929
2015/10/15,1543.672,174.998,13.685
2015/10/16,1508.635,85.51,16.653
2015/10/17,1271.678,25.188,30.161
2015/10/18,1179.09,31.86,29.226
2015/10/19,1492.327,20.771,37.181
2015/10/20,1515.969,28.515,35.2
2015/10/21,1511.232,129.95,42.151
