数据时间,地区,线路名称,线路类型,有功值,无功值,电流值,母线名称,母线电压,温度(℃),湿度(%),气压(Pa),10分钟最大风速(m/s),最大风速时风向,雨量(mm)
2019/1/1 22:30,Y地市,学校Y01线,学校,0.130906,-0.018504,7.29319,10千伏Ⅳ段母线,10.404773,0.9,64,1035.3,3.6,37,0
2019/1/1 22:40,Y地市,学校Y01线,学校,0.146373,-0.020946,7.489624,10千伏Ⅳ段母线,10.442559,0.8,64,1035.3,4.2,14,0
2019/1/1 22:50,Y地市,学校Y01线,学校,0.146373,-0.020946,7.489624,10千伏Ⅳ段母线,10.442559,0.8,65,1035.1,4.2,14,0
2019/1/1 23:00,Y地市,学校Y01线,学校,0.148199,-0.028372,7.482881,10千伏Ⅳ段母线,10.436848,0.8,65,1035.1,4.2,14,0
2019/1/1 23:10,Y地市,学校Y01线,学校,0.130909,-0.022676,7.482881,10千伏Ⅳ段母线,10.465141,0.8,66,1035.2,3.5,66,0
2019/1/1 23:20,Y地市,学校Y01线,学校,0.130909,-0.022676,7.23948,10千伏Ⅳ段母线,10.465141,0.8,68,1035.1,3.5,66,0
2019/1/1 23:30,Y地市,学校Y01线,学校,0.130477,-0.023002,7.23948,10千伏Ⅳ段母线,10.465429,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/1 23:40,Y地市,学校Y01线,学校,0.120097,-0.03466,7.23948,10千伏Ⅳ段母线,10.463744,0.7,70,1035.3,3.5,66,0
2019/1/1 23:50,Y地市,学校Y01线,学校,0.120097,-0.03466,7.23948,10千伏Ⅳ段母线,10.463744,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 0:00,Y地市,学校Y01线,学校,0.124926,-0.025815,7.23948,10千伏Ⅳ段母线,10.456518,0.5,72,1035.7,3.5,66,0
2019/1/2 0:10,Y地市,学校Y01线,学校,0.127252,-0.0355,7.23948,10千伏Ⅳ段母线,10.399108,0.4,72,1035.8,0.4,6,0
2019/1/2 0:20,Y地市,学校Y01线,学校,0.127252,-0.0355,7.23948,10千伏Ⅳ段母线,10.399108,0.3,74,1035.5,1.5,65,0
2019/1/2 0:30,Y地市,学校Y01线,学校,0.125192,-0.023256,7.166371,10千伏Ⅳ段母线,10.390983,0.3,74,1035.6,1.5,65,0
2019/1/2 0:40,Y地市,学校Y01线,学校,0.118203,-0.02591,6.900404,10千伏Ⅳ段母线,10.387608,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 0:50,Y地市,学校Y01线,学校,0.118203,-0.02591,6.900404,10千伏Ⅳ段母线,10.387608,0.2,75,1035.7,1.7,56,0
2019/1/2 1:00,Y地市,学校Y01线,学校,0.119865,-0.024992,7.164748,10千伏Ⅳ段母线,10.387411,0.1,75,1035.7,1.7,56,0
2019/1/2 1:10,Y地市,学校Y01线,学校,0.141572,-0.02643,7.164748,10千伏Ⅳ段母线,10.401816,0.2,73,1035.6,1.7,54,0
2019/1/2 1:20,Y地市,学校Y01线,学校,0.141572,-0.02643,7.164748,10千伏Ⅳ段母线,10.401816,0.2,73,1035.6,2.2,53,0
2019/1/2 1:30,Y地市,学校Y01线,学校,0.123218,-0.02643,7.164748,10千伏Ⅳ段母线,10.411865,0.4,72,1035.6,2.3,76,0
2019/1/2 1:40,Y地市,学校Y01线,学校,0.132813,-0.02643,7.164748,10千伏Ⅳ段母线,10.399862,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 1:50,Y地市,学校Y01线,学校,0.132813,-0.026412,6.835992,10千伏Ⅳ段母线,10.399862,0.3,72,1035.5,2.3,76,0
2019/1/2 2:00,Y地市,学校Y01线,学校,0.134406,-0.02402,6.835992,10千伏Ⅳ段母线,10.411185,0.3,72,1035.5,2.3,76,0
2019/1/2 2:10,Y地市,学校Y01线,学校,0.137507,-0.026421,8.052192,10千伏Ⅳ段母线,10.406432,0.2,74,1035.6,1.4,45,0
2019/1/2 2:20,Y地市,学校Y01线,学校,0.137507,-0.026421,6.76658,10千伏Ⅳ段母线,10.406432,0.2,75,1035.5,1.4,45,0
2019/1/2 2:30,Y地市,学校Y01线,学校,0.126819,-0.026421,7.968522,10千伏Ⅳ段母线,10.408191,0.1,76,1035.4,1.4,45,0
2019/1/2 2:40,Y地市,学校Y01线,学校,0.126819,-0.02623,6.397891,10千伏Ⅳ段母线,10.412512,0.1,76,1035.4,1.4,45,0
2019/1/2 2:50,Y地市,学校Y01线,学校,0.126998,-0.026929,7.615033,10千伏Ⅳ段母线,10.412512,0.1,76,1035.2,1.6,25,0
2019/1/2 3:00,Y地市,学校Y01线,学校,0.131046,-0.025185,7.645915,10千伏Ⅳ段母线,10.406894,0.3,74,1034.9,2.2,68,0
2019/1/2 3:10,Y地市,学校Y01线,学校,0.142114,-0.022502,7.646441,10千伏Ⅳ段母线,10.417412,0.3,72,1034.9,2.9,67,0
2019/1/2 3:20,Y地市,学校Y01线,学校,0.142114,-0.022502,7.646441,10千伏Ⅳ段母线,10.417412,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 3:30,Y地市,学校Y01线,学校,0.132609,-0.02442,7.646441,10千伏Ⅳ段母线,10.420395,0.4,71,1035,2.9,67,0
2019/1/2 3:40,Y地市,学校Y01线,学校,0.154493,-0.02442,8.876695,10千伏Ⅳ段母线,10.39986,0.4,70,1035,2.9,67,0
2019/1/2 3:50,Y地市,学校Y01线,学校,0.154493,-0.02442,7.393744,10千伏Ⅳ段母线,10.39986,0.4,70,1034.9,2.9,67,0
2019/1/2 4:00,Y地市,学校Y01线,学校,0.142241,-0.010869,8.013546,10千伏Ⅳ段母线,10.415748,0.5,70,1034.6,2.9,67,0
2019/1/2 4:10,Y地市,学校Y01线,学校,0.152244,0.008854,8.737751,10千伏Ⅳ段母线,10.424912,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 4:20,Y地市,学校Y01线,学校,0.152244,0.008854,7.893093,10千伏Ⅳ段母线,10.424912,0.4,71,1034.7,1.4,7,0
2019/1/2 4:30,Y地市,学校Y01线,学校,0.15498,0.003683,9.016879,10千伏Ⅳ段母线,10.435763,0.3,72,1034.7,1.4,7,0
2019/1/2 4:40,Y地市,学校Y01线,学校,0.17341,0.021683,8.823246,10千伏Ⅳ段母线,10.417399,0.2,72,1034.6,1.7,17,0
2019/1/2 4:50,Y地市,学校Y01线,学校,0.17341,0.021683,8.65388,10千伏Ⅳ段母线,10.417399,0.3,73,1034.6,1.7,17,0
2019/1/2 5:00,Y地市,学校Y01线,学校,0.161726,0.013954,8.144098,10千伏Ⅳ段母线,10.401762,0.2,73,1034.6,1.7,17,0
2019/1/2 5:10,Y地市,学校Y01线,学校,0.168473,0.01386,13.357542,10千伏Ⅳ段母线,10.410892,0.2,74,1034.5,1.7,91,0
2019/1/2 5:20,Y地市,学校Y01线,学校,0.168473,0.01386,9.134806,10千伏Ⅳ段母线,10.410892,0.2,73,1034.6,1.7,91,0
2019/1/2 5:30,Y地市,学校Y01线,学校,0.230803,0.038253,8.723538,10千伏Ⅳ段母线,10.393246,0.2,73,1034.6,1.7,91,0
2019/1/2 5:40,Y地市,学校Y01线,学校,0.206803,0.017983,11.937684,10千伏Ⅳ段母线,10.395114,0.3,73,1034.6,1.7,91,0
2019/1/2 5:50,Y地市,学校Y01线,学校,0.206803,0.017983,11.224945,10千伏Ⅳ段母线,10.395114,0.3,73,1034.5,1.7,91,0
2019/1/2 6:00,Y地市,学校Y01线,学校,0.254954,0.055215,10.014893,10千伏Ⅳ段母线,10.386333,0.4,72,1034.6,2.6,16,0
2019/1/2 6:10,Y地市,学校Y01线,学校,0.179532,-0.01509,12.109834,10千伏Ⅳ段母线,10.366145,0.4,71,1034.7,2.4,13,0
2019/1/2 6:20,Y地市,学校Y01线,学校,0.179532,-0.01509,10.319304,10千伏Ⅳ段母线,10.366145,0.3,71,1034.6,2.4,13,0
2019/1/2 6:30,Y地市,学校Y01线,学校,0.235305,0.030811,13.987538,10千伏Ⅳ段母线,10.34661,0.4,70,1034.8,2.4,13,0
2019/1/2 6:40,Y地市,学校Y01线,学校,0.209204,-0.009408,11.558582,10千伏Ⅳ段母线,10.358096,0.4,69,1034.8,2.4,13,0
2019/1/2 6:50,Y地市,学校Y01线,学校,0.314835,-0.009408,16.69623,10千伏Ⅳ段母线,10.358096,0.4,68,1034.9,2.4,13,0
2019/1/2 7:00,Y地市,学校Y01线,学校,0.200459,-0.008405,10.222471,10千伏Ⅳ段母线,10.321616,0.5,65,1035,2.4,13,0
2019/1/2 7:10,Y地市,学校Y01线,学校,0.227185,-0.03865,12.88332,10千伏Ⅳ段母线,10.330663,0.6,62,1035,2.9,68,0
2019/1/2 7:20,Y地市,学校Y01线,学校,0.352117,0.069167,20.328423,10千伏Ⅳ段母线,10.330663,0.6,63,1035.1,2.9,68,0
2019/1/2 7:30,Y地市,学校Y01线,学校,0.40914,0.010084,20.714506,10千伏Ⅳ段母线,10.273515,0.7,60,1034.9,3.4,59,0
2019/1/2 7:40,Y地市,学校Y01线,学校,0.430489,0.047859,24.850452,10千伏Ⅳ段母线,10.202667,0.7,59,1035,3.4,59,0
2019/1/2 7:50,Y地市,学校Y01线,学校,0.441434,0.047859,25.442778,10千伏Ⅳ段母线,10.202667,0.8,59,1035,3.4,59,0
2019/1/2 8:00,Y地市,学校Y01线,学校,0.467817,0.070521,24.099709,10千伏Ⅳ段母线,10.161698,0.8,58,1035.2,3.4,59,0
2019/1/2 8:10,Y地市,学校Y01线,学校,0.408407,0.052983,20.865181,10千伏Ⅳ段母线,10.169817,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 8:20,Y地市,学校Y01线,学校,0.509615,0.052983,30.570667,10千伏Ⅳ段母线,10.169817,1,54,1035.2,2.9,42,0
2019/1/2 8:30,Y地市,学校Y01线,学校,0.565692,0.057475,31.391516,10千伏Ⅳ段母线,10.120988,1.2,53,1035.1,3.2,80,0
2019/1/2 8:40,Y地市,学校Y01线,学校,0.475727,-0.00627,26.026783,10千伏Ⅳ段母线,10.177306,1.2,51,1035.2,3.2,80,0
2019/1/2 8:50,Y地市,学校Y01线,学校,0.581016,-0.00627,31.002052,10千伏Ⅳ段母线,10.280018,1.3,51,1035.2,3.2,80,0
2019/1/2 9:00,Y地市,学校Y01线,学校,0.484595,0.022835,27.7903,10千伏Ⅳ段母线,10.277447,1.5,51,1035.3,3.2,80,0
2019/1/2 9:10,Y地市,学校Y01线,学校,0.549627,0.040101,28.215401,10千伏Ⅳ段母线,10.238489,1.6,47,1035.2,3.2,61,0
2019/1/2 9:20,Y地市,学校Y01线,学校,0.549627,0.040101,29.628967,10千伏Ⅳ段母线,10.238489,1.7,46,1035.3,3.3,80,0
2019/1/2 9:30,Y地市,学校Y01线,学校,0.507849,0.013816,25.771929,10千伏Ⅳ段母线,10.277289,1.7,45,1035.2,3.8,60,0
2019/1/2 9:40,Y地市,学校Y01线,学校,0.365474,0.003386,22.031425,10千伏Ⅳ段母线,10.241378,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 9:50,Y地市,学校Y01线,学校,0.487487,0.003386,32.14677,10千伏Ⅳ段母线,10.443236,1.8,48,1035.1,4.4,47,0
2019/1/2 10:00,Y地市,学校Y01线,学校,0.475332,0.035763,26.053896,10千伏Ⅳ段母线,10.432226,2,48,1035.2,4.4,47,0
2019/1/2 10:10,Y地市,学校Y01线,学校,0.55229,0.060505,29.55221,10千伏Ⅳ段母线,10.460982,2.1,48,1035.1,2.8,7,0
2019/1/2 10:20,Y地市,学校Y01线,学校,0.545391,0.060505,27.125137,10千伏Ⅳ段母线,10.460982,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 10:30,Y地市,学校Y01线,学校,0.548453,0.105184,30.202478,10千伏Ⅳ段母线,10.430137,2.5,46,1034.9,2.8,7,0
2019/1/2 10:40,Y地市,学校Y01线,学校,0.586214,0.044699,31.848637,10千伏Ⅳ段母线,10.415321,2.6,45,1034.8,2.8,7,0
2019/1/2 10:50,Y地市,学校Y01线,学校,0.459315,0.044699,27.243587,10千伏Ⅳ段母线,10.415321,2.7,45,1034.7,2.8,7,0
2019/1/2 11:00,Y地市,学校Y01线,学校,0.394392,0.012033,20.902763,10千伏Ⅳ段母线,10.463431,2.9,47,1034.5,2.8,7,0
2019/1/2 11:10,Y地市,学校Y01线,学校,0.375311,-0.016104,22.228132,10千伏Ⅳ段母线,10.483953,3.1,47,1034.3,2.4,55,0
2019/1/2 11:20,Y地市,学校Y01线,学校,0.375311,-0.016104,17.709431,10千伏Ⅳ段母线,10.483953,3.1,49,1034,3.1,14,0
2019/1/2 11:30,Y地市,学校Y01线,学校,0.342935,0.012243,17.398094,10千伏Ⅳ段母线,10.574734,3.3,51,1033.7,3.1,14,0
2019/1/2 11:40,Y地市,学校Y01线,学校,0.368434,0.014629,22.606611,10千伏Ⅳ段母线,10.667426,3.3,52,1033.5,3.1,14,0
2019/1/2 11:50,Y地市,学校Y01线,学校,0.48691,0.014629,23.95656,10千伏Ⅳ段母线,10.462298,3.4,49,1033.2,3.1,14,0
2019/1/2 12:00,Y地市,学校Y01线,学校,0.448008,0.047832,25.701443,10千伏Ⅳ段母线,10.458728,3.7,48,1033.1,3.1,14,0
2019/1/2 12:10,Y地市,学校Y01线,学校,0.390369,0.024292,21.965876,10千伏Ⅳ段母线,10.211552,3.8,41,1033,2.7,9,0
2019/1/2 12:20,Y地市,学校Y01线,学校,0.530603,0.024292,27.740759,10千伏Ⅳ段母线,10.211552,3.8,46,1032.8,2.8,74,0
2019/1/2 12:30,Y地市,学校Y01线,学校,0.475764,0.038288,25.043434,10千伏Ⅳ段母线,10.345955,3.9,51,1032.6,2.9,24,0
2019/1/2 12:40,Y地市,学校Y01线,学校,0.472424,0.039607,25.543623,10千伏Ⅳ段母线,10.435152,3.9,50,1032.5,2.9,24,0
2019/1/2 12:50,Y地市,学校Y01线,学校,0.472424,0.039607,30.484207,10千伏Ⅳ段母线,10.435152,3.9,51,1032.3,2.9,24,0
2019/1/2 13:00,Y地市,学校Y01线,学校,0.530692,0.033704,27.276621,10千伏Ⅳ段母线,10.447059,3.8,53,1032.2,3.7,2,0
2019/1/2 13:10,Y地市,学校Y01线,学校,0.525765,0.030402,29.899273,10千伏Ⅳ段母线,10.426804,3.8,53,1032.1,2.5,24,0
2019/1/2 13:20,Y地市,学校Y01线,学校,0.525765,0.016101,27.466827,10千伏Ⅳ段母线,10.426804,3.9,54,1032,3.9,41,0
2019/1/2 13:30,Y地市,学校Y01线,学校,0.493757,0.030119,29.88393,10千伏Ⅳ段母线,10.446066,3.9,54,1031.8,3.9,41,0
2019/1/2 13:40,Y地市,学校Y01线,学校,0.484978,0.062267,25.727188,10千伏Ⅳ段母线,10.448612,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 13:50,Y地市,学校Y01线,学校,0.484981,0.062267,25.727905,10千伏Ⅳ段母线,10.448612,3.8,55,1031.6,3.9,41,0
2019/1/2 14:00,Y地市,学校Y01线,学校,0.537534,0.025707,31.912987,10千伏Ⅳ段母线,10.436186,3.7,55,1031.6,4.5,87,0
2019/1/2 14:10,Y地市,学校Y01线,学校,0.479977,0.028714,27.875999,10千伏Ⅳ段母线,10.420803,3.8,55,1031.7,3.5,60,0
2019/1/2 14:20,Y地市,学校Y01线,学校,0.479977,0.05177,28.081831,10千伏Ⅳ段母线,10.420803,3.8,54,1031.7,4.1,31,0
2019/1/2 14:30,Y地市,学校Y01线,学校,0.505666,0.027504,30.828854,10千伏Ⅳ段母线,10.432531,3.7,56,1031.7,4.1,31,0
2019/1/2 14:40,Y地市,学校Y01线,学校,0.430577,0.016111,27.422293,10千伏Ⅳ段母线,10.450155,3.6,56,1031.8,4.1,98,0
2019/1/2 14:50,Y地市,学校Y01线,学校,0.56373,0.016126,28.251577,10千伏Ⅳ段母线,10.450155,3.7,56,1031.7,4.1,98,0
2019/1/2 15:00,Y地市,学校Y01线,学校,0.574965,0.059543,28.852776,10千伏Ⅳ段母线,10.449094,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 15:10,Y地市,学校Y01线,学校,0.434374,0.0577,26.089748,10千伏Ⅳ段母线,10.43727,3.6,58,1031.7,3.3,108,0
2019/1/2 15:20,Y地市,学校Y01线,学校,0.558188,0.0577,28.903719,10千伏Ⅳ段母线,10.43727,3.6,59,1031.8,3.3,62,0
2019/1/2 15:30,Y地市,学校Y01线,学校,0.466059,0.041732,24.663404,10千伏Ⅳ段母线,10.453328,3.5,61,1031.8,3.3,62,0
2019/1/2 15:40,Y地市,学校Y01线,学校,0.580144,0.063941,30.453526,10千伏Ⅳ段母线,10.472837,3.5,62,1031.9,3.3,62,0
2019/1/2 15:50,Y地市,学校Y01线,学校,0.466328,0.063941,30.295347,10千伏Ⅳ段母线,10.472837,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 16:00,Y地市,学校Y01线,学校,0.507827,0.043754,30.819757,10千伏Ⅳ段母线,10.474159,3.4,62,1031.9,3.3,108,0
2019/1/2 16:10,Y地市,学校Y01线,学校,0.532623,0.063962,31.455685,10千伏Ⅳ段母线,10.489072,3.3,61,1032,2.9,55,0
2019/1/2 16:20,Y地市,学校Y01线,学校,0.532623,0.063962,27.978172,10千伏Ⅳ段母线,10.489072,3.3,61,1032,2.9,55,0
2019/1/2 16:30,Y地市,学校Y01线,学校,0.457173,0,26.97578,10千伏Ⅳ段母线,10.301128,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 16:40,Y地市,学校Y01线,学校,0.421914,0.040676,26.295752,10千伏Ⅳ段母线,10.310687,3.3,62,1031.9,2.9,55,0
2019/1/2 16:50,Y地市,学校Y01线,学校,0.421914,0.040676,25.94286,10千伏Ⅳ段母线,10.310687,3.3,61,1032,2.9,55,0
2019/1/2 17:00,Y地市,学校Y01线,学校,0.405488,0.022881,19.798546,10千伏Ⅳ段母线,10.252959,3.3,61,1032,2.9,55,0
2019/1/2 17:10,Y地市,学校Y01线,学校,0.289834,0.044905,15.427887,10千伏Ⅳ段母线,10.290576,3.3,62,1032.3,1.7,58,0
2019/1/2 17:20,Y地市,学校Y01线,学校,0.289834,0.044905,16.004026,10千伏Ⅳ段母线,10.290576,3.3,63,1032.5,1.7,58,0
2019/1/2 17:30,Y地市,学校Y01线,学校,0.317253,0.025299,15.904394,10千伏Ⅳ段母线,10.307131,3.3,62,1032.5,1.7,58,0
2019/1/2 17:40,Y地市,学校Y01线,学校,0.265083,0.005126,15.306963,10千伏Ⅳ段母线,10.329319,3.4,61,1032.4,2.2,133,0
2019/1/2 17:50,Y地市,学校Y01线,学校,0.265083,0.005126,12.865852,10千伏Ⅳ段母线,10.329319,3.4,61,1032.4,2.2,133,0
2019/1/2 18:00,Y地市,学校Y01线,学校,0.231447,0.003588,12.639119,10千伏Ⅳ段母线,10.356638,3.4,61,1032.4,2.2,133,0
2019/1/2 18:10,Y地市,学校Y01线,学校,0.233023,0.003588,13.557038,10千伏Ⅳ段母线,10.347182,3.3,61,1032.5,2,102,0
2019/1/2 18:20,Y地市,学校Y01线,学校,0.233023,0.003103,14.782507,10千伏Ⅳ段母线,10.347182,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 18:30,Y地市,学校Y01线,学校,0.234466,0.005601,13.903141,10千伏Ⅳ段母线,10.331388,3.3,62,1032.5,2,87,0
2019/1/2 18:40,Y地市,学校Y01线,学校,0.240863,0.005601,14.247459,10千伏Ⅳ段母线,10.329468,3.3,62,1032.5,2,87,0
2019/1/2 18:50,Y地市,学校Y01线,学校,0.240863,0.005309,13.3923,10千伏Ⅳ段母线,10.329468,3.3,63,1032.5,2,87,0
2019/1/2 19:00,Y地市,学校Y01线,学校,0.284668,0.005309,13.057174,10千伏Ⅳ段母线,10.340091,3.3,64,1032.5,2,102,0
2019/1/2 19:10,Y地市,学校Y01线,学校,0.239085,0.005309,14.054222,10千伏Ⅳ段母线,10.323321,3.3,64,1032.4,1.4,98,0
2019/1/2 19:20,Y地市,学校Y01线,学校,0.239085,0.005481,15.404986,10千伏Ⅳ段母线,10.323321,3.3,64,1032.3,1.4,94,0
2019/1/2 19:30,Y地市,学校Y01线,学校,0.231597,0.005678,11.147369,10千伏Ⅳ段母线,10.301662,3.3,64,1032.3,1.4,94,0
2019/1/2 19:40,Y地市,学校Y01线,学校,0.220881,0,12.3674,10千伏Ⅳ段母线,10.321079,3.3,63,1032.2,1.6,102,0
2019/1/2 19:50,Y地市,学校Y01线,学校,0.220881,0,11.560212,10千伏Ⅳ段母线,10.321079,3.3,64,1032.1,1.6,102,0
2019/1/2 20:00,Y地市,学校Y01线,学校,0.211541,-0.018582,10.530433,10千伏Ⅳ段母线,10.334806,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/2 20:10,Y地市,学校Y01线,学校,0.181414,-0.018582,10.596945,10千伏Ⅳ段母线,10.352468,3.3,64,1032.3,1,102,0
2019/1/2 20:20,Y地市,学校Y01线,学校,0.181414,-0.018582,10.638339,10千伏Ⅳ段母线,10.352468,3.3,65,1032.4,1.1,121,0
2019/1/2 20:30,Y地市,学校Y01线,学校,0.186833,-0.020922,10.645527,10千伏Ⅳ段母线,10.334656,3.3,65,1032.4,1.1,121,0
2019/1/2 20:40,Y地市,学校Y01线,学校,0.188997,-0.020922,9.766315,10千伏Ⅳ段母线,10.317024,3.3,65,1032.3,1.2,122,0
2019/1/2 20:50,Y地市,学校Y01线,学校,0.188997,-0.020201,11.404145,10千伏Ⅳ段母线,10.317024,3.3,64,1032.3,1.5,114,0
2019/1/2 21:00,Y地市,学校Y01线,学校,0.18522,-0.013212,10.440162,10千伏Ⅳ段母线,10.325718,3.3,65,1032.3,1.5,141,0
2019/1/2 21:10,Y地市,学校Y01线,学校,0.222903,-0.009477,13.141623,10千伏Ⅳ段母线,10.301672,3.3,65,1032.2,0.9,120,0
2019/1/2 21:20,Y地市,学校Y01线,学校,0.222903,-0.009477,10.449912,10千伏Ⅳ段母线,10.301672,3.3,65,1032.3,1,106,0
2019/1/2 21:30,Y地市,学校Y01线,学校,0.200235,-0.013674,10.701008,10千伏Ⅳ段母线,10.291427,3.3,65,1032.4,1.3,97,0
2019/1/2 21:40,Y地市,学校Y01线,学校,0.187455,-0.013674,10.778237,10千伏Ⅳ段母线,10.305663,3.3,64,1032.5,1.3,97,0
2019/1/2 21:50,Y地市,学校Y01线,学校,0.187455,-0.013621,9.494428,10千伏Ⅳ段母线,10.305663,3.4,65,1032.6,1.3,97,0
2019/1/2 22:00,Y地市,学校Y01线,学校,0.169317,-0.013621,9.494428,10千伏Ⅳ段母线,10.348441,3.4,65,1032.4,1.4,114,0
2019/1/2 22:10,Y地市,学校Y01线,学校,0.169317,-0.013621,9.494428,10千伏Ⅳ段母线,10.348441,3.4,65,1032.3,1.4,126,0
2019/1/2 22:20,Y地市,学校Y01线,学校,0.174571,-0.019097,9.494428,10千伏Ⅳ段母线,10.387949,3.4,65,1032.2,1.4,126,0
2019/1/2 22:30,Y地市,学校Y01线,学校,0.161849,-0.019097,8.058694,10千伏Ⅳ段母线,10.389762,3.4,65,1032.1,1.4,126,0
2019/1/2 22:40,Y地市,学校Y01线,学校,0.161849,-0.019083,8.058694,10千伏Ⅳ段母线,10.389762,3.4,65,1031.9,1.4,126,0
2019/1/2 22:50,Y地市,学校Y01线,学校,0.161438,-0.018746,8.058694,10千伏Ⅳ段母线,10.435443,3.4,65,1032,1.4,126,0
2019/1/2 23:00,Y地市,学校Y01线,学校,0.158327,-0.018155,8.058694,10千伏Ⅳ段母线,10.457802,3.5,65,1032.1,1.5,128,0
2019/1/2 23:10,Y地市,学校Y01线,学校,0.158327,-0.018155,8.058694,10千伏Ⅳ段母线,10.457802,3.5,65,1032.1,1.4,94,0
2019/1/2 23:20,Y地市,学校Y01线,学校,0.140871,-0.026418,7.133708,10千伏Ⅳ段母线,10.482957,3.5,66,1032.1,1.4,94,0
2019/1/2 23:30,Y地市,学校Y01线,学校,0.1425,-0.025882,7.209569,10千伏Ⅳ段母线,10.480436,3.4,66,1032.2,1.4,94,0
2019/1/2 23:40,Y地市,学校Y01线,学校,0.1425,-0.025882,7.077741,10千伏Ⅳ段母线,10.480436,3.5,66,1032,1.4,94,0
2019/1/2 23:50,Y地市,学校Y01线,学校,0.128556,-0.024778,8.609807,10千伏Ⅳ段母线,10.515292,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 0:00,Y地市,学校Y01线,学校,0.140614,-0.024949,7.390267,10千伏Ⅳ段母线,10.490761,3.5,66,1032,1.8,113,0
2019/1/3 0:10,Y地市,学校Y01线,学校,0.140614,-0.024949,8.619799,10千伏Ⅳ段母线,10.490761,3.5,66,1032,1.2,91,0
2019/1/3 0:20,Y地市,学校Y01线,学校,0.133266,-0.0358,8.619799,10千伏Ⅳ段母线,10.418451,3.5,65,1031.9,1.9,96,0
2019/1/3 0:30,Y地市,学校Y01线,学校,0.133655,-0.027178,8.662986,10千伏Ⅳ段母线,10.421147,3.6,65,1031.9,1.9,96,0
2019/1/3 0:40,Y地市,学校Y01线,学校,0.133655,-0.027178,7.417844,10千伏Ⅳ段母线,10.421147,3.6,65,1031.9,2,97,0
2019/1/3 0:50,Y地市,学校Y01线,学校,0.13995,-0.026762,7.539007,10千伏Ⅳ段母线,10.41592,3.6,65,1031.9,2,135,0
2019/1/3 1:00,Y地市,学校Y01线,学校,0.138132,-0.035017,7.770723,10千伏Ⅳ段母线,10.424277,3.6,65,1031.9,3.1,112,0
2019/1/3 1:10,Y地市,学校Y01线,学校,0.138132,-0.035017,7.770723,10千伏Ⅳ段母线,10.424277,3.6,65,1032.1,1.9,73,0
2019/1/3 1:20,Y地市,学校Y01线,学校,0.12918,-0.027894,7.770723,10千伏Ⅳ段母线,10.437055,3.6,65,1032,2.2,63,0
2019/1/3 1:30,Y地市,学校Y01线,学校,0.119125,-0.02605,6.540599,10千伏Ⅳ段母线,10.426009,3.6,65,1032,2.2,63,0
2019/1/3 1:40,Y地市,学校Y01线,学校,0.119125,-0.02605,7.777611,10千伏Ⅳ段母线,10.426009,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 1:50,Y地市,学校Y01线,学校,0.135559,-0.03564,7.777611,10千伏Ⅳ段母线,10.465107,3.7,66,1032,2.2,63,0
2019/1/3 2:00,Y地市,学校Y01线,学校,0.123333,-0.026234,7.777611,10千伏Ⅳ段母线,10.444016,3.7,66,1031.8,2.2,63,0
2019/1/3 2:10,Y地市,学校Y01线,学校,0.123333,-0.026234,7.777611,10千伏Ⅳ段母线,10.444016,NULL,NULL,NULL,NULL,NULL,NULL
2019/1/3 2:20,Y地市,学校Y01线,学校,0.140425,-0.026198,7.777611,10千伏Ⅳ段母线,10.43771,3.7,67,1031.8,1.9,93,0
2019/1/3 2:30,Y地市,学校Y01线,学校,0.134589,-0.026198,7.777611,10千伏Ⅳ段母线,10.450032,3.7,67,1031.9,1.9,93,0
2019/1/3 2:40,Y地市,学校Y01线,学校,0.134589,-0.02677,7.777611,10千伏Ⅳ段母线,10.450032,3.7,68,1031.8,1.9,93,0
2019/1/3 2:50,Y地市,学校Y01线,学校,0.141196,-0.02606,7.840005,10千伏Ⅳ段母线,10.456913,3.7,68,1031.6,2.2,89,0
2019/1/3 3:00,Y地市,学校Y01线,学校,0.145717,-0.02606,7.840005,10千伏Ⅳ段母线,10.456913,3.6,69,1031.7,2.5,67,0
2019/1/3 3:10,Y地市,学校Y01线,学校,0.145717,-0.02564,9.175438,10千伏Ⅳ段母线,10.456372,3.6,69,1031.5,1.7,94,0
2019/1/3 3:20,Y地市,学校Y01线,学校,0.14771,-0.024035,7.967332,10千伏Ⅳ段母线,10.469059,3.6,70,1031.4,1.8,91,0
