,负载率
594,0.9327
595,0.8009000000000001
596,1.1214
597,0.5574
598,0.19699999999999998
599,0.1973
600,0.8671
601,0.7040000000000001
602,0.4315
603,0.5353
604,0.44439999999999996
605,0.6873
606,0.6261
607,0.6620999999999999
608,0.7803
609,0.1761
610,0.12390000000000001
611,0.0
612,0.3985
613,0.1461
614,0.6397999999999999
615,0.6789000000000001
616,0.4322
617,0.4622
618,0.8056
619,0.8706999999999999
620,0.2801
621,0.2059
622,0.2506
623,0.3073
624,0.2913
625,0.271
626,0.5072
627,0.2944
628,0.0
629,0.19390000000000002
630,0.2989
631,0.35229999999999995
632,0.494
633,0.23879999999999998
634,0.44079999999999997
635,0.0
636,0.2711
637,0.6388
638,0.5214
639,0.30870000000000003
640,0.26039999999999996
641,0.2816
642,0.2207
643,0.6183
644,0.8970999999999999
645,0.2325
646,0.4322
647,0.3273
648,0.6838
649,0.8861
650,0.0858
651,0.113
652,0.5428999999999999
653,0.5316
654,0.6098
655,0.7886
656,0.2787
657,0.8094
658,0.061399999999999996
659,0.9675
660,0.8625
661,0.6002000000000001
662,0.2993
663,0.47
664,0.5406
665,0.3323
666,0.5244
667,0.8233
668,0.8242
669,0.1848
670,0.1251
671,0.5657
672,0.6949
673,0.5089
674,0.2572
675,1.0146
676,0.7053
677,0.7818
678,0.5354
679,0.26839999999999997
680,0.3973
681,0.4105
682,0.33880000000000005
683,0.2812
684,0.358
685,0.6433
686,0.3362
687,0.2296
688,0.6672
689,0.5670000000000001
690,0.0762
691,0.4029
692,0.1857
693,0.2043
694,0.3763
695,0.8292
696,0.5007
697,0.2602
698,0.6934999999999999
699,0.3212
700,0.0
701,0.1533
702,0.2859
703,0.4708
704,0.4429
705,0.8675
706,0.5297
707,0.3507
708,0.1707
709,0.0795
710,0.5607
711,0.7437999999999999
712,0.728
713,0.4984
714,0.22870000000000001
715,0.5253
716,0.2413
717,0.5736
718,0.5858
719,0.5719
720,0.71
721,0.7929999999999999
722,0.3358
723,0.7812
724,0.6848000000000001
725,0.8227
726,0.3766
727,0.3709
728,0.5716
729,0.478
730,0.8815999999999999
731,0.8386
732,0.6757
733,0.5
734,0.4205
735,0.8101
736,0.33159999999999995
737,0.6666
738,0.365
739,0.431
740,0.1743
741,0.22
742,0.45770000000000005
743,0.5278
744,0.221
745,0.8331999999999999
746,0.5943999999999999
747,0.528
748,0.3843
749,0.40979999999999994
750,0.5079
751,0.3179
752,0.5406
753,0.10679999999999999
754,0.7333
755,0.5869
756,0.6573
757,0.1399
758,0.1629
759,0.5986
760,0.5061
761,0.3539
762,0.0855
763,0.8515
764,0.5692
765,0.40299999999999997
766,0.47619999999999996
767,0.3116
768,0.6369
769,0.3249
770,0.4637
771,0.4464
772,0.6466
773,0.49079999999999996
774,0.5529999999999999
775,0.6727
776,0.32439999999999997
777,0.5652
778,0.35159999999999997
779,0.18109999999999998
780,0.17859999999999998
781,0.5815
782,0.17129999999999998
783,0.2797
784,0.099
785,0.19440000000000002
786,0.1981
787,0.2469
788,0.09179999999999999
789,0.44270000000000004
790,0.4857
791,0.8159000000000001
792,0.5938
793,0.38020000000000004
794,0.38170000000000004
795,0.0652
796,0.39020000000000005
797,0.15539999999999998
798,0.30469999999999997
799,0.6074
800,0.6284000000000001
801,0.49950000000000006
802,0.3105
803,0.48
804,0.4979
805,0.8373
806,0.3884
807,0.2052
808,0.16579999999999998
809,0.23170000000000002
810,0.16579999999999998
811,0.09939999999999999
812,0.0768
813,0.1367
814,0.0642
815,0.23800000000000002
816,0.2919
817,0.2526
818,0.2143
819,0.217
820,0.109
821,0.3851
822,0.748
823,0.2165
824,0.1843
825,0.1206
826,0.1085
827,0.2188
828,0.17010000000000003
829,0.16760000000000003
830,0.1404
831,0.8262
832,0.7709
833,0.4928
834,0.30760000000000004
835,0.2422
836,0.0319
837,0.024
838,0.12369999999999999
839,0.1457
840,0.027200000000000002
841,0.018600000000000002
842,0.9006000000000001
843,0.6970000000000001
844,0.565
845,0.1813
846,0.3797
847,0.2547
848,0.33130000000000004
849,0.52
850,0.4765
851,0.8645
852,0.35700000000000004
853,0.5154
854,0.6709
855,0.8248000000000001
856,0.4803
857,0.5191
858,0.7497
859,0.3832
860,0.741
861,0.7288
862,0.7865000000000001
863,0.6334000000000001
864,0.8156
865,0.3518
866,0.0601
867,0.1353
868,0.1043
869,0.06309999999999999
870,0.2577
871,0.1617
872,0.3784
873,0.6545000000000001
874,0.5605
875,1.1659
876,0.6139
877,0.7617
878,0.9831
879,0.3221
880,0.645
881,0.7984
882,0.8406999999999999
883,0.4371
884,0.5795
885,0.5336
886,0.5811
887,0.34299999999999997
888,0.22760000000000002
889,0.5354
890,0.43320000000000003
891,0.1668
892,0.7003
893,0.465
894,0.8293
895,0.6101
896,0.7317
897,0.6382
898,0.653
899,0.5511
900,0.25980000000000003
901,0.18539999999999998
902,0.18109999999999998
903,0.1292
904,0.2087
905,0.0824
906,0.1074
907,0.1923
908,0.18539999999999998
909,0.4693
910,0.5084000000000001
911,0.3627
912,0.5954999999999999
913,0.4851
914,0.6689
915,0.39640000000000003
916,0.0348
917,0.242
918,0.3102
919,0.30219999999999997
920,0.6391
921,0.43170000000000003
922,0.5025
923,0.9814
924,0.1253
925,0.40270000000000006
926,0.4017
927,0.8526
928,0.3368
929,0.8175
930,0.4642
931,0.2368
932,0.9022
933,0.6758
934,0.2631
935,0.8339
936,0.9642000000000001
937,0.6623
938,0.2492
939,0.4164
940,0.3249
941,0.8567
942,0.8759
943,0.1041
944,0.2365
945,0.5438000000000001
946,0.4068
947,0.4213
948,0.7445999999999999
949,0.1858
950,0.6469
951,0.9579000000000001
952,0.7928000000000001
953,0.7543000000000001
954,0.7778
955,0.2115
956,0.1625
957,0.2901
958,0.44520000000000004
959,0.8365
960,0.7198
961,0.6164999999999999
962,0.5429999999999999
963,0.32630000000000003
964,0.4384
965,0.44439999999999996
966,0.0584
967,0.20149999999999998
968,0.2094
969,0.6228
970,0.6275999999999999
971,0.4757
972,0.6042000000000001
973,0.455
974,0.5303
975,0.1411
976,0.4868
977,0.6575
978,0.0096
979,0.015
980,0.0365
981,0.09699999999999999
982,0.606
983,0.5636
984,0.4746
985,0.5781000000000001
986,0.1216
987,0.1393
988,0.1445
989,0.22699999999999998
990,0.46299999999999997
991,0.2557
992,0.0454
993,0.0241
994,0.0322
995,0.11460000000000001
996,0.2927
997,0.43090000000000006
998,0.9257
999,0.5036999999999999
1000,0.4482
1001,0.7128
1002,0.42210000000000003
1003,0.5726
1004,0.4536
1005,0.0855
1006,0.1885
1007,0.619
1008,0.5036999999999999
1009,0.1722
1010,0.2339
1011,0.4915
1012,0.6028
1013,0.6202000000000001
1014,0.6451
1015,0.40700000000000003
1016,0.32770000000000005
1017,0.1843
1018,0.1201
1019,0.5981000000000001
1020,0.8034
1021,0.6123
1022,0.5808
1023,0.39909999999999995
1024,0.2904
1025,0.8384999999999999
1026,0.1139
1027,0.0115
1028,0.2452
1029,0.4683
1030,0.5916
1031,0.2672
1032,0.7005
1033,0.2303
1034,0.5814
1035,0.6795
1036,0.39490000000000003
1037,0.2872
1038,0.4106
1039,0.5727
1040,0.3716
1041,0.2995
1042,0.7073
1043,0.08869999999999999
1044,0.3992
1045,0.2964
1046,0.7261
1047,0.2898
1048,0.1509
1049,0.4236
1050,0.29309999999999997
1051,0.8802
1052,0.1235
1053,0.7193999999999999
1054,0.3849
1055,0.7245
1056,0.5373
1057,0.5192
1058,0.6015999999999999
1059,0.2707
1060,0.9595
1061,0.6121
1062,0.4225
1063,0.3226
1064,0.8266
1065,0.24780000000000002
1066,0.727
1067,0.3475
1068,0.726
1069,0.332
1070,0.44670000000000004
1071,0.2869
1072,0.2401
1073,0.1889
1074,0.6019
1075,0.8106
1076,0.6826000000000001
1077,0.6002000000000001
1078,0.9216
1079,0.7761
1080,0.5906
1081,0.7726000000000001
1082,0.5104
1083,0.604
1084,0.6115999999999999
1085,0.7709999999999999
1086,0.3328
1087,0.6434000000000001
1088,0.5801
1089,0.8674
1090,0.672
1091,0.0
1092,0.0001
1093,0.0
1094,0.0741
1095,0.46509999999999996
1096,0.2368
1097,0.2483
1098,0.4275
1099,0.2978
1100,0.20309999999999997
1101,0.7426999999999999
1102,0.13
1103,0.14279999999999998
1104,0.0943
1105,0.1305
1106,0.2657
1107,0.3804
1108,0.41340000000000005
1109,0.5661999999999999
1110,0.2365
1111,0.34240000000000004
1112,0.594
1113,0.8525
1114,0.7757
1115,0.155
1116,0.1448
1117,0.5103
1118,0.7123
1119,0.8389
1120,0.4829
1121,0.5747
1122,0.6878
1123,0.6181
1124,0.8904000000000001
1125,0.8146
1126,0.62
1127,0.54
1128,0.0794
1129,0.6775
1130,0.1754
1131,0.6594
1132,0.7061
1133,0.8517
1134,0.7853
1135,0.38299999999999995
1136,0.527
1137,0.21530000000000002
1138,0.6495000000000001
1139,0.052000000000000005
1140,0.2214
1141,0.4828
1142,0.5376
1143,0.3675
1144,0.6883
1145,0.6929000000000001
1146,0.49579999999999996
1147,0.5035000000000001
1148,0.4514
1149,0.6415000000000001
1150,0.7985
1151,0.483
1152,0.6437
1153,0.5408
1154,0.3699
1155,0.2267
1156,0.3057
1157,0.2787
1158,0.5985
1159,0.4264
1160,0.4472
1161,0.8134999999999999
1162,0.5829
1163,0.7337
1164,0.6620999999999999
1165,0.5882999999999999
1166,0.44420000000000004
1167,0.38670000000000004
1168,0.3017
1169,0.33990000000000004
1170,1.0402
1171,0.45909999999999995
1172,0.7341
1173,0.7592
1174,0.6089
1175,0.40240000000000004
1176,0.5347999999999999
1177,0.29969999999999997
1178,0.7306999999999999
1179,0.542
1180,0.2685
1181,0.5852
1182,0.4711
1183,0.265
1184,0.1348
1185,0.3134
1186,0.3554
1187,0.4711
1188,0.25980000000000003
1189,0.6327
1190,0.4608
1191,0.2469
1192,0.5312
1193,0.7376999999999999
1194,0.5225
1195,0.5233
1196,0.38689999999999997
1197,0.003
1198,0.3348
1199,0.6064
1200,0.4157
1201,0.4506
1202,0.5579
1203,0.3868
1204,0.7078
1205,0.8983
1206,1.0449
1207,0.4362
1208,0.2915
1209,0.544
1210,0.37420000000000003
1211,0.7751
1212,0.1261
1213,0.7569
1214,0.10640000000000001
1215,0.7129000000000001
1216,0.5209
1217,0.6990000000000001
1218,0.08259999999999999
1219,0.8432999999999999
1220,0.8875
1221,0.36200000000000004
1222,0.4524
1223,0.2546
1224,0.8775
1225,0.6922
1226,0.963
1227,0.4986
1228,0.3688
1229,0.7914
1230,0.5071
1231,0.6611
1232,0.5875
1233,0.2227
1234,0.7922
1235,0.2361
1236,0.6513
1237,0.2915
1238,0.0
1239,0.2018
1240,0.5486
1241,0.24850000000000003
1242,0.48200000000000004
1243,0.1757
1244,0.6149
1245,0.6095
1246,0.8323
1247,0.43060000000000004
1248,0.40509999999999996
1249,0.5806
1250,0.23920000000000002
1251,0.6036
1252,0.2759
1253,0.3151
1254,0.6481
1255,0.6723
1256,0.33840000000000003
1257,0.3604
1258,0.26030000000000003
1259,0.4678
1260,0.26030000000000003
1261,0.2728
1262,0.6604000000000001
1263,0.7698
1264,0.6397999999999999
1265,0.1575
1266,0.8048000000000001
1267,0.5771999999999999
1268,0.5033
1269,0.41340000000000005
1270,0.6397999999999999
1271,0.6642
1272,0.6627
1273,0.5014
1274,0.6744
1275,0.3109
1276,0.1352
1277,0.24850000000000003
1278,0.2468
1279,0.7093
1280,0.5912
1281,0.8726999999999999
1282,0.40759999999999996
1283,0.47979999999999995
1284,0.49329999999999996
1285,0.8639
1286,0.4128
1287,0.3273
1288,0.5966
1289,0.5717
1290,0.2487
1291,0.8422
1292,0.5328
1293,0.7912
1294,0.2849
1295,0.6039
1296,0.6515000000000001
1297,0.4311
1298,0.33140000000000003
1299,0.35619999999999996
1300,0.36840000000000006
1301,0.4232
1302,0.2528
1303,0.0745
1304,0.22820000000000001
1305,0.5204
1306,0.8948999999999999
1307,0.6402
1308,0.7226
1309,0.5347
1310,0.7734000000000001
1311,0.6201
1312,0.9308
1313,0.5515
1314,0.1991
1315,0.6738
1316,0.4576
1317,0.266
1318,0.7211
1319,0.5753
1320,0.17420000000000002
1321,0.2908
1322,0.3735
1323,0.5664
1324,0.1209
1325,0.5105
1326,0.4064
1327,0.1523
1328,0.5457
1329,0.25170000000000003
1330,0.8165
1331,0.244
1332,0.6884999999999999
1333,0.35950000000000004
1334,0.2148
1335,0.4489
1336,0.5235
1337,0.37079999999999996
1338,0.1893
1339,0.059500000000000004
1340,0.1304
1341,0.0649
1342,0.5806
1343,0.29710000000000003
1344,0.1743
1345,0.4769
1346,0.5525
1347,0.8005
1348,0.1605
1349,0.6568999999999999
1350,0.22649999999999998
1351,0.5031
1352,0.672
1353,0.5796
1354,0.7476
1355,0.8823000000000001
1356,0.8434999999999999
1357,0.7101000000000001
1358,0.6384000000000001
1359,0.6573
1360,0.5921
1361,0.6431999999999999
1362,0.6603
1363,0.5796
1364,0.4464
1365,0.8373999999999999
1366,0.5422
1367,0.6396000000000001
1368,0.5874
1369,0.7833
1370,0.747
1371,0.46630000000000005
1372,0.1888
1373,0.19140000000000001
1374,0.33880000000000005
1375,0.4387
1376,0.6021
1377,0.5309
1378,0.4805
1379,0.5943
1380,0.33049999999999996
1381,0.18280000000000002
1382,0.1406
1383,0.7967
1384,0.1932
1385,0.157
1386,0.4484
1387,0.2844
1388,0.48090000000000005
1389,0.7014
1390,0.35869999999999996
1391,0.29600000000000004
1392,0.6711
1393,0.0971
1394,0.2214
1395,0.3759
1396,0.6595
1397,0.8037000000000001
1398,0.578
1399,0.4561
1400,0.5764
1401,0.2672
1402,0.5679
1403,0.6429
1404,0.45270000000000005
1405,0.6726000000000001
1406,0.5212
1407,0.16519999999999999
1408,0.36939999999999995
1409,0.2536
1410,0.0462
1411,0.36829999999999996
1412,0.27949999999999997
1413,0.4092
1414,0.6894
1415,0.8819
1416,0.552
1417,0.1494
1418,0.8299
1419,0.3914
1420,1.0515999999999999
1421,0.5722999999999999
1422,0.8472
1423,0.639
1424,0.3937
1425,0.8292
1426,0.8542000000000001
1427,0.4829
1428,0.7783
1429,0.7322
1430,0.8918
1431,0.5185
1432,0.7776000000000001
1433,0.8719
1434,0.6994
1435,0.4964
1436,0.6056
1437,0.6456000000000001
1438,0.4653
1439,0.34240000000000004
1440,0.4139
1441,0.512
1442,0.2659
1443,0.0837
1444,0.3135
1445,0.7239
1446,0.9177
1447,0.2532
1448,0.6989
1449,0.6381
1450,0.7234
1451,0.5984
1452,0.6940999999999999
1453,0.6839
1454,0.7001000000000001
1455,0.6092
1456,0.8092
1457,0.6124
1458,0.4839
1459,0.1358
1460,0.3909
1461,0.7476
1462,0.3812
1463,0.3696
1464,0.44189999999999996
1465,0.3874
1466,0.7663
1467,0.0866
1468,0.5121
1469,0.4509
1470,0.4779
1471,0.5877
1472,0.5177
1473,0.386
1474,0.5599000000000001
1475,0.2238
1476,0.6718999999999999
1477,0.2994
1478,0.2648
1479,0.1574
1480,0.2761
1481,0.6504000000000001
1482,0.7189
1483,0.7272
1484,0.6165999999999999
1485,0.6028
1486,0.563
1487,0.0975
1488,0.243
1489,0.3471
1490,0.6282
1491,0.7313
1492,0.7734000000000001
1493,0.43829999999999997
1494,0.4512
1495,0.6926000000000001
1496,0.5959
1497,0.2954
1498,0.5501
1499,0.5503
1500,0.531
1501,0.23170000000000002
1502,1.1009
1503,0.18
1504,0.5376
1505,0.3077
1506,0.8493999999999999
1507,0.7524
1508,0.6418
1509,0.249
1510,0.23670000000000002
1511,0.6304
1512,0.3114
1513,0.48960000000000004
1514,0.5117
1515,0.3533
1516,0.7812
1517,0.185
1518,0.2194
1519,0.13269999999999998
1520,0.3417
1521,0.30829999999999996
1522,0.5227
1523,0.1702
1524,0.7026
1525,0.10640000000000001
1526,0.1255
1527,0.1566
1528,0.11810000000000001
1529,0.1419
1530,0.11130000000000001
1531,0.5095000000000001
1532,0.1796
1533,0.1865
1534,0.6858
1535,0.7458
1536,0.3833
1537,0.157
1538,0.0951
1539,0.2403
1540,0.1288
1541,0.4567
1542,0.0394
1543,0.1998
1544,0.3831
1545,0.5065
1546,0.2895
1547,0.7120000000000001
1548,0.5222
1549,0.5581
1550,0.7757999999999999
1551,0.35159999999999997
1552,0.3029
1553,0.7498
1554,0.37229999999999996
1555,0.6106
1556,0.5763
1557,0.36450000000000005
1558,0.5599000000000001
1559,0.0
1560,0.5401
1561,0.3301
1562,0.1202
1563,0.7137
1564,0.2324
1565,0.5715
1566,0.3751
1567,0.7086
1568,0.9623999999999999
1569,0.8619
1570,0.2799
1571,0.0933
1572,0.6559
1573,0.3699
1574,0.4125
1575,0.2419
1576,0.3274
1577,0.1346
1578,0.6617000000000001
1579,0.4721
1580,0.4817
1581,0.6394
1582,0.3843
1583,0.1226
1584,0.2539
1585,0.1198
1586,0.3479
1587,0.24239999999999998
1588,0.3091
1589,0.36590000000000006
1590,0.5083
1591,0.9559000000000001
1592,0.8845000000000001
1593,0.5843
1594,0.6683
1595,0.12390000000000001
1596,0.6418
1597,0.4167
1598,0.4413
1599,0.34909999999999997
1600,0.3699
1601,0.4304
1602,0.059800000000000006
1603,0.7263
1604,0.2564
1605,0.5567
1606,0.2577
1607,0.3778
1608,0.8659
1609,0.0646
1610,0.7958
1611,0.6157
1612,0.6978
1613,0.8311
1614,0.6648000000000001
1615,1.1616
1616,0.047400000000000005
1617,0.0885
1618,0.2349
1619,0.5091
1620,0.32420000000000004
1621,0.12619999999999998
1622,0.2228
1623,0.18539999999999998
1624,0.0799
1625,0.2236
1626,0.22690000000000002
1627,0.22760000000000002
1628,0.2634
1629,0.2484
1630,0.132
1631,0.2562
1632,0.21050000000000002
1633,0.1459
1634,0.2139
1635,0.3256
1636,0.1017
1637,0.2915
1638,0.242
1639,0.2595
1640,0.2115
1641,0.146
1642,0.2306
1643,0.24239999999999998
1644,0.21359999999999998
1645,0.3389
1646,0.2009
1647,0.1267
1648,0.3418
1649,0.1722
1650,0.3635
1651,0.20629999999999998
1652,0.2286
1653,0.5593
1654,0.7066
1655,0.0717
1656,0.5117
1657,0.0974
1658,0.33840000000000003
1659,0.6431999999999999
1660,0.0008
1661,0.6119
1662,0.3299
1663,0.2021
1664,0.0008
1665,0.5327000000000001
1666,0.247
1667,1.0944
1668,0.1051
1669,0.18780000000000002
1670,0.575
1671,0.5975
