,负载率
1672,0.3582
1673,0.5913
1674,0.4779
1675,0.5061
1676,0.6321
1677,0.2143
1678,0.43920000000000003
1679,0.4982
1680,0.3224
1681,0.1276
1682,0.2434
1683,0.6848000000000001
1684,0.40340000000000004
1685,0.6995
1686,0.057699999999999994
1687,0.7162999999999999
1688,0.2297
1689,0.215
1690,0.42469999999999997
1691,0.5365
1692,0.4207
1693,0.6203
1694,0.2445
1695,0.1963
1696,0.3776
1697,0.5477000000000001
1698,0.41619999999999996
1699,0.4043
1700,0.6915
1701,0.7162999999999999
1702,0.25
1703,0.2494
1704,0.2227
1705,0.3728
1706,0.2086
1707,0.10640000000000001
1708,0.2749
1709,0.1216
1710,0.1905
1711,0.2532
1712,0.2379
1713,0.19690000000000002
1714,0.1866
1715,0.2072
1716,0.1884
1717,0.17300000000000001
1718,0.1376
1719,0.2488
1720,0.14279999999999998
1721,0.16699999999999998
1722,0.2697
1723,0.6581
1724,0.5371
1725,0.3513
1726,0.30010000000000003
1727,0.3641
1728,0.5307999999999999
1729,0.3053
1730,0.5414
1731,0.4534
1732,0.6965
1733,0.041100000000000005
1734,0.4393
1735,0.8356999999999999
1736,0.47350000000000003
1737,0.3823
1738,0.6047
1739,0.8482
1740,0.16620000000000001
1741,0.38659999999999994
1742,0.396
1743,0.7984
1744,0.9094
1745,0.4008
1746,0.7023
1747,0.1041
1748,0.4515
1749,0.0697
1750,0.2955
1751,0.536
1752,0.1624
1753,0.5483
1754,0.7757999999999999
1755,0.35409999999999997
1756,0.52
1757,0.2709
1758,0.1201
1759,0.5301
1760,0.8668
1761,0.7878000000000001
1762,0.6085
1763,0.7238
1764,0.3823
1765,0.3895
1766,0.7009000000000001
1767,0.3628
1768,0.5603
1769,0.2757
1770,0.3543
1771,0.5553
1772,0.2457
1773,0.1592
1774,0.051100000000000007
1775,0.4407
1776,0.3014
1777,0.39899999999999997
1778,0.43450000000000005
1779,0.5003
1780,0.5525
1781,0.4593
1782,0.5221
1783,0.4788
1784,0.4853
1785,0.47859999999999997
1786,0.4205
1787,0.5293
1788,0.6899
1789,0.4214
1790,0.2281
1791,0.2347
1792,0.36950000000000005
1793,0.045599999999999995
1794,0.0276
1795,0.031
1796,0.2016
1797,0.513
1798,0.6801999999999999
1799,0.4635
1800,0.3754
1801,0.46399999999999997
1802,0.156
1803,0.2922
1804,0.4556
1805,0.1954
1806,0.203
1807,0.7264
1808,0.1439
1809,0.3978
1810,0.0
1811,0.34759999999999996
1812,0.0
1813,0.9845999999999999
1814,0.9782
1815,0.4643
1816,0.3663
1817,0.8288
1818,0.2262
1819,0.2708
1820,0.3563
1821,0.2927
1822,0.1949
1823,0.115
1824,0.21359999999999998
1825,0.42619999999999997
1826,0.5811
1827,0.3933
1828,0.1155
1829,0.4853
1830,0.1852
1831,0.5468
1832,0.5307
1833,0.5615
1834,0.3815
1835,0.406
1836,0.4568
1837,0.8034
1838,0.24309999999999998
1839,0.5392
1840,0.20329999999999998
1841,0.1425
1842,0.49520000000000003
1843,0.31120000000000003
1844,0.3608
1845,0.4518
1846,0.0506
1847,0.14980000000000002
1848,0.3111
1849,0.5514
1850,0.6453
1851,0.7131000000000001
1852,0.6085
1853,0.8183
1854,0.5708
1855,0.1309
1856,0.8631
1857,0.8373
1858,0.1985
1859,0.2009
1860,0.044500000000000005
1861,0.3689
1862,0.5321
1863,0.0633
1864,0.002
1865,0.7504000000000001
1866,0.429
1867,0.3342
1868,0.6689
1869,0.20350000000000001
1870,0.6265
1871,0.6862
1872,0.47159999999999996
1873,0.43670000000000003
1874,0.7937000000000001
1875,0.5201
1876,0.3226
1877,0.3326
1878,0.3084
1879,0.2742
1880,0.20420000000000002
1881,0.2487
1882,0.2969
1883,0.6562
1884,0.7775
1885,0.28059999999999996
1886,0.1331
1887,0.17850000000000002
1888,0.3697
1889,0.6583
1890,0.8356
1891,0.6690999999999999
1892,0.5051
1893,0.5015
1894,0.4078
1895,0.38909999999999995
1896,0.7698
1897,0.6867
1898,0.6781
1899,0.6223
1900,0.5115
1901,0.8233
1902,0.3267
1903,0.2011
1904,0.6638
1905,0.433
1906,0.5979
1907,0.6977
1908,0.43939999999999996
1909,0.33640000000000003
1910,0.2994
1911,0.3629
1912,0.4385
1913,0.22469999999999998
1914,0.39880000000000004
1915,0.4857
1916,0.5603
1917,0.6225
1918,0.5013000000000001
1919,0.5579
1920,0.366
1921,0.14150000000000001
1922,0.18
1923,0.11380000000000001
1924,0.4573
1925,0.48729999999999996
1926,0.2544
1927,0.39630000000000004
1928,0.0691
1929,0.2516
1930,0.2125
1931,0.3361
1932,0.5801
1933,0.5135000000000001
1934,0.5998
1935,0.4557
1936,0.9712000000000001
1937,0.5799
1938,0.41259999999999997
1939,0.9031
1940,0.7321
1941,0.7011
1942,0.18539999999999998
1943,0.6446
1944,0.2365
1945,0.32299999999999995
1946,0.5932999999999999
1947,0.8704000000000001
1948,0.0653
1949,0.1832
1950,0.1431
1951,0.1502
1952,0.2877
1953,0.20920000000000002
1954,0.015
1955,0.0504
1956,0.3046
1957,0.6107
1958,0.32049999999999995
1959,0.6017
1960,0.4276
1961,0.1101
1962,0.1666
1963,0.2327
1964,0.1963
1965,0.3579
1966,0.1793
1967,0.1924
1968,0.0545
1969,0.0366
1970,0.2016
1971,0.20809999999999998
1972,0.2491
1973,0.2054
1974,0.2318
1975,0.4515
1976,0.3666
1977,0.4631
1978,0.5696
1979,0.5105
1980,0.1202
1981,0.23579999999999998
1982,0.2506
1983,0.2605
1984,0.1769
1985,0.3182
1986,0.2992
1987,0.6368
1988,0.3653
1989,0.8005
1990,0.1273
1991,0.1421
1992,0.2004
1993,0.33140000000000003
1994,0.4921
1995,0.2214
1996,0.3962
1997,0.4039
1998,0.4825
1999,0.48119999999999996
2000,0.48829999999999996
2001,1.1862000000000001
2002,0.21850000000000003
2003,0.21539999999999998
2004,0.1999
2005,0.7942
2006,0.6004999999999999
2007,0.7254999999999999
2008,0.9336
2009,0.2504
2010,0.5293
2011,0.2673
2012,0.8523999999999999
2013,0.3268
2014,0.4071
2015,0.4251
2016,0.7642
2017,0.4393
2018,0.2752
2019,0.5102
2020,0.5451
2021,0.5670000000000001
2022,0.3147
2023,0.7672
2024,0.3152
2025,0.11699999999999999
2026,1.3088
2027,0.6221
2028,0.6654000000000001
2029,0.6498999999999999
2030,0.7912
2031,0.7173999999999999
2032,1.0022
2033,0.47009999999999996
2034,0.4905
2035,0.3709
2036,0.0
2037,0.19920000000000002
2038,0.17190000000000003
2039,0.051699999999999996
2040,0.0867
2041,0.4007
2042,0.4307
2043,0.4092
2044,0.7585
2045,0.4017
2046,0.8903
2047,0.1313
2048,0.8220000000000001
2049,0.3454
2050,0.2557
2051,0.2601
2052,0.3962
2053,0.2372
2054,0.6524
2055,0.21719999999999998
2056,0.6812
2057,0.4963
2058,0.3382
2059,0.3639
2060,0.3935
2061,0.5047
2062,0.5992999999999999
2063,0.2556
2064,0.0018
2065,0.7387
2066,0.4138
2067,0.5531
2068,0.4428
2069,0.6694
2070,0.6872
2071,0.09140000000000001
2072,0.2735
2073,0.2516
2074,0.6104999999999999
2075,0.8186
2076,0.4667
2077,0.6381
2078,0.4372
2079,0.3458
2080,0.4826
2081,0.49979999999999997
2082,0.6836
2083,0.4276
2084,0.5227
2085,0.4462
2086,0.4547
2087,0.4347
2088,0.43079999999999996
2089,0.48100000000000004
2090,0.4817
2091,0.5062
2092,0.7452
2093,0.8552
2094,0.5858
2095,0.4508
2096,0.46909999999999996
2097,0.18280000000000002
2098,0.3444
2099,0.314
2100,0.5484
2101,0.42369999999999997
2102,0.24350000000000002
2103,0.2108
2104,0.7123
2105,0.2643
2106,0.7717
2107,0.8119
2108,0.3207
2109,0.5707
2110,0.3429
2111,0.8609
2112,0.16940000000000002
2113,0.6574
2114,0.8237000000000001
2115,0.40259999999999996
2116,0.7414000000000001
2117,0.38780000000000003
2118,0.6527
2119,0.49810000000000004
2120,0.2615
2121,0.3013
2122,0.23190000000000002
2123,0.3256
2124,0.22190000000000001
2125,0.9632
2126,0.0088
2127,0.3764
2128,0.9337000000000001
2129,0.11199999999999999
2130,0.2236
2131,0.2014
2132,0.9279999999999999
2133,0.5255
2134,0.8586
2135,0.6231
2136,0.3653
2137,0.6877
2138,0.30269999999999997
2139,0.5554
2140,0.40270000000000006
2141,0.1534
2142,0.6839
2143,0.2492
2144,0.9994
2145,0.7831
2146,0.1925
2147,0.3837
2148,0.42340000000000005
2149,0.585
2150,0.25670000000000004
2151,0.3194
2152,0.2882
2153,0.47659999999999997
2154,0.4575
2155,0.4679
2156,0.5196999999999999
2157,0.2503
2158,0.4255
2159,0.4249
2160,0.5042
2161,0.1985
2162,0.10279999999999999
2163,0.18899999999999997
2164,0.6132
2165,0.6299
2166,0.6352
2167,0.452
2168,0.4061
2169,0.20199999999999999
2170,0.203
2171,0.2748
2172,0.7119
2173,0.0911
2174,0.7395999999999999
2175,0.7092
2176,0.2687
2177,0.37670000000000003
2178,0.028900000000000002
2179,1.0109000000000001
2180,0.9737
2181,0.8558
2182,0.6093
2183,0.48469999999999996
2184,0.1128
2185,0.2777
2186,0.4729
2187,0.2066
2188,0.1747
2189,0.758
2190,0.7067
2191,0.598
2192,0.21230000000000002
2193,0.37560000000000004
2194,0.36829999999999996
2195,0.4192
2196,0.2231
2197,0.2455
2198,0.38659999999999994
2199,0.5674
2200,0.20920000000000002
2201,0.852
2202,0.33390000000000003
2203,0.3031
2204,0.4354
2205,0.1752
2206,0.226
2207,0.3614
2208,0.2045
2209,0.6339
2210,0.2901
2211,0.3369
2212,0.4475
2213,0.36920000000000003
2214,0.30920000000000003
2215,0.17620000000000002
2216,0.2955
2217,0.23309999999999997
2218,0.34590000000000004
2219,0.5935
2220,0.4799
2221,0.019799999999999998
2222,0.061399999999999996
2223,0.4436
2224,0.5519
2225,0.2541
2226,0.42810000000000004
2227,0.6745
2228,0.3635
2229,0.11460000000000001
2230,0.5539000000000001
2231,0.42619999999999997
2232,0.24109999999999998
2233,0.4169
2234,0.8086
2235,0.4205
2236,0.6787000000000001
2237,0.7476
2238,0.45299999999999996
2239,0.41729999999999995
2240,0.3197
2241,0.1002
2242,0.18739999999999998
2243,0.36810000000000004
2244,0.2159
2245,0.3111
2246,0.44659999999999994
2247,0.6332
2248,0.42840000000000006
2249,0.5046
2250,0.6577
2251,0.6729
2252,0.789
2253,0.6192
2254,0.8364
2255,0.8412000000000001
2256,0.17920000000000003
2257,0.3924
2258,0.9181
2259,0.6515000000000001
2260,0.8261
2261,0.6021
2262,0.49329999999999996
2263,0.517
2264,0.7253000000000001
2265,0.35600000000000004
2266,0.3996
2267,0.4877
2268,0.2762
2269,0.2167
2270,0.0195
2271,0.061
2272,0.3754
2273,0.3747
2274,0.6523
2275,0.5267000000000001
2276,0.2763
2277,0.4885
2278,0.5467
2279,0.0789
2280,0.5315
2281,0.6601
2282,0.3309
2283,0.6509
2284,0.4833
2285,0.7519
2286,0.654
2287,0.48219999999999996
2288,0.6889
2289,0.8362
2290,0.3408
2291,0.49979999999999997
2292,0.8001
2293,0.3036
2294,0.4395
2295,0.32170000000000004
2296,0.2572
2297,0.35109999999999997
2298,0.3079
2299,0.2182
2300,0.294
2301,0.6904
2302,0.1693
2303,0.564
2304,0.4752
2305,0.47450000000000003
2306,0.3493
2307,0.29600000000000004
2308,0.8625
2309,0.8914
2310,0.0
2311,0.0666
2312,1.1401000000000001
2313,0.6744
2314,0.7369
2315,0.30829999999999996
2316,0.7387
2317,0.3847
2318,0.8447
2319,0.4285
2320,0.2504
2321,0.11220000000000001
2322,0.8306
2323,0.1813
2324,0.5434
2325,0.7803
2326,0.2395
2327,0.1704
2328,0.1502
2329,0.1515
2330,0.21710000000000002
2331,0.40399999999999997
2332,0.2396
2333,0.1893
2334,0.4147
2335,0.23329999999999998
2336,0.1888
2337,0.1328
2338,0.2127
2339,0.1778
2340,0.6888
2341,0.7104
2342,0.6622
2343,0.3666
2344,0.6679
2345,0.5987
2346,0.5467
2347,0.5892000000000001
2348,0.5818
2349,0.6102000000000001
2350,0.7686
2351,0.32030000000000003
2352,0.7219
2353,0.8956000000000001
2354,0.7925
2355,0.2422
2356,0.2798
2357,0.4275
2358,0.5164
2359,0.34659999999999996
2360,0.494
2361,0.73
2362,0.2324
2363,0.3911
2364,0.5132
2365,0.162
2366,0.1709
2367,0.3431
2368,0.7169
2369,0.8373
2370,0.3098
2371,0.1462
2372,0.11699999999999999
2373,0.2667
2374,0.2034
2375,0.2402
2376,0.5529
2377,0.637
2378,0.7768999999999999
2379,0.405
2380,0.2547
2381,0.8201999999999999
2382,0.7997
2383,0.7152
2384,0.5929
2385,0.7048000000000001
2386,0.5108
2387,0.7175
2388,0.2064
2389,0.5197999999999999
2390,0.6705
2391,0.6275999999999999
2392,0.2143
2393,0.6481999999999999
2394,0.7773
2395,0.5055
2396,0.2748
2397,0.39030000000000004
2398,0.5875
2399,0.0222
2400,0.16190000000000002
2401,0.2892
2402,0.25489999999999996
2403,0.46869999999999995
2404,0.5213
2405,0.5871999999999999
2406,0.7242000000000001
2407,0.6006
2408,0.46909999999999996
2409,0.2493
2410,0.7445
2411,0.6137
2412,0.8458
2413,0.2636
2414,0.0525
2415,0.2737
2416,0.5733
2417,0.32780000000000004
2418,0.8733
2419,0.7675
2420,0.7140000000000001
2421,0.5212
2422,0.3066
2423,0.45289999999999997
2424,0.4905
2425,0.44179999999999997
2426,0.5412
2427,0.6829000000000001
2428,0.3062
2429,0.1162
2430,0.7
2431,0.1775
2432,0.335
2433,0.6448
2434,0.3933
2435,0.2377
2436,0.2167
2437,0.2685
2438,0.31129999999999997
2439,0.49829999999999997
2440,0.5052
2441,0.8288
2442,0.501
2443,0.5496
2444,0.53
2445,0.218
2446,0.3876
2447,0.7877
2448,0.7668
2449,0.14980000000000002
2450,0.5428999999999999
2451,0.5154
2452,0.4891
2453,0.579
2454,0.4403
2455,0.2437
2456,0.5303
2457,0.2139
2458,0.2501
2459,0.2193
2460,0.5183
2461,0.7617
2462,0.1318
2463,0.34990000000000004
2464,0.7938
2465,0.28800000000000003
2466,0.6942
2467,0.1649
2468,0.8281999999999999
2469,0.3326
2470,0.5408
2471,0.6183
2472,0.09720000000000001
2473,0.2779
2474,0.8543000000000001
2475,0.6153
2476,1.2469
2477,0.6591
2478,0.4694
2479,0.8128
2480,0.8905
2481,0.9018999999999999
2482,0.3823
2483,0.1661
2484,0.6221
2485,0.3937
2486,0.0978
2487,0.48009999999999997
2488,0.4689
2489,0.1885
2490,0.0745
2491,0.1542
2492,0.8023
2493,0.7979
2494,0.3105
2495,0.706
2496,0.855
2497,0.4802
2498,0.4517
2499,0.4378
2500,0.2967
2501,0.8348
2502,0.34759999999999996
2503,0.5477000000000001
2504,0.5442
2505,0.9772
2506,0.12710000000000002
2507,0.4448
2508,0.5504
2509,0.1456
2510,0.2316
2511,0.2802
2512,0.1929
2513,0.12689999999999999
2514,0.6003000000000001
2515,0.4557
2516,0.5292
2517,0.1636
2518,0.6289
2519,0.5347999999999999
2520,0.6984
2521,0.2109
2522,0.37929999999999997
2523,0.3666
2524,0.7454999999999999
2525,0.18100000000000002
2526,0.11869999999999999
2527,0.3779
2528,0.6823999999999999
2529,0.7193
2530,0.5056
2531,0.29109999999999997
2532,0.5909
2533,0.5002
2534,0.2184
2535,0.7155
2536,0.156
2537,0.5710999999999999
2538,0.401
2539,0.058499999999999996
2540,0.4974
2541,0.7145999999999999
2542,0.48350000000000004
2543,0.7182
2544,0.1047
2545,0.8533
2546,0.6096
2547,0.5394
2548,0.6679
2549,0.9367
2550,0.35100000000000003
2551,0.3246
2552,0.6564
2553,0.5648
2554,0.2659
2555,0.5998
2556,0.6593000000000001
2557,0.4968
2558,0.2718
2559,0.6516
2560,0.7343000000000001
2561,0.0154
2562,0.0
2563,0.1352
2564,0.46090000000000003
2565,0.3032
2566,0.0886
2567,0.2967
2568,0.9534999999999999
2569,0.1779
2570,0.4974
2571,0.6837000000000001
2572,0.7693000000000001
2573,0.2224
2574,0.3326
2575,0.23379999999999998
2576,0.2427
2577,0.7623000000000001
2578,0.3423
2579,0.6261
2580,0.0748
2581,0.2994
2582,0.4068
2583,0.1563
2584,0.4586
2585,0.4458
2586,0.30870000000000003
2587,0.6731
2588,0.3444
2589,0.3985
2590,0.5751
2591,0.4386
2592,0.43119999999999997
2593,0.5945
2594,0.36210000000000003
2595,0.48619999999999997
2596,0.1576
2597,0.4851
2598,0.5133
2599,0.079
2600,0.3862
2601,0.1199
2602,0.2887
2603,0.753
2604,0.22510000000000002
2605,0.7594
2606,0.9388
2607,0.0587
2608,0.4181
2609,0.7012999999999999
2610,0.7277
2611,0.4966
2612,0.8009000000000001
2613,0.18780000000000002
2614,0.1389
2615,0.1741
2616,0.48810000000000003
2617,0.9244
2618,0.544
2619,0.5972
2620,0.9983
2621,0.7683
2622,0.8469
2623,0.5763
2624,0.3079
2625,0.483
2626,0.4421
2627,0.4927
2628,0.6506000000000001
2629,0.0862
2630,0.5819
2631,0.43090000000000006
2632,0.3654
2633,0.6036
2634,0.8159000000000001
2635,0.3043
2636,0.2132
2637,0.3517
2638,0.5065
2639,0.45039999999999997
2640,0.5802
2641,0.6384000000000001
2642,0.6162
2643,0.6748000000000001
2644,0.6317
2645,0.6017
2646,0.13849999999999998
2647,0.5479999999999999
2648,0.2036
2649,0.6786
2650,0.1202
2651,0.30760000000000004
2652,0.1384
2653,0.3155
2654,0.6498999999999999
2655,0.48200000000000004
2656,0.2484
2657,0.7175
2658,0.7199
2659,0.0341
2660,0.5982
2661,0.10779999999999999
2662,0.3705
2663,0.4484
2664,0.20329999999999998
2665,0.1865
2666,0.4993
2667,0.3284
2668,0.9251999999999999
2669,0.35729999999999995
2670,0.0733
2671,0.43729999999999997
2672,0.25079999999999997
2673,0.2821
2674,0.4257
2675,0.3187
2676,0.7153
2677,0.4239
2678,0.451
2679,0.5047999999999999
2680,0.7051000000000001
2681,0.0552
2682,0.23
2683,0.0754
2684,1.1049
2685,0.7875
2686,0.31
2687,0.3016
2688,0.4579
2689,0.6470999999999999
2690,0.304
2691,0.3176
2692,0.8826999999999999
2693,0.7793000000000001
2694,0.7898000000000001
2695,0.1673
2696,0.6662
2697,0.6233
2698,0.9405
2699,1.0076
2700,0.49689999999999995
2701,0.0139
2702,0.7129000000000001
2703,0.5283
2704,0.7293000000000001
2705,0.7234999999999999
2706,0.8194
2707,0.6209
2708,0.4765
2709,1.2366
2710,0.342
2711,0.7533
2712,0.1881
2713,0.24170000000000003
2714,0.08470000000000001
2715,0.4007
2716,1.0290000000000001
2717,0.4236
2718,0.8234999999999999
2719,0.0321
2720,0.3678
2721,0.7643000000000001
2722,0.6922
2723,0.5593
2724,0.221
2725,0.3257
2726,0.43090000000000006
2727,0.1911
2728,0.5632
2729,0.6386
2730,0.2991
2731,0.6284000000000001
2732,0.6318
2733,0.5593
2734,0.1775
2735,0.306
2736,0.4073
2737,0.2163
2738,0.9526
2739,0.39590000000000003
2740,0.5297999999999999
2741,0.4867
2742,0.7922
2743,1.2031999999999998
2744,0.609
2745,0.7476999999999999
2746,0.4329
2747,0.3143
2748,0.6223
2749,0.1661
2750,0.12390000000000001
2751,0.27449999999999997
2752,0.7755
2753,0.5457
2754,0.6128
2755,0.1505
2756,0.0728
2757,0.0602
2758,0.10289999999999999
2759,0.0675
2760,0.4658
2761,0.7805
2762,0.133
2763,0.1001
2764,0.1724
2765,0.5579999999999999
2766,0.667
2767,0.33
2768,0.11259999999999999
2769,0.1319
2770,0.1158
2771,0.1555
2772,0.15
2773,0.5870000000000001
2774,0.1017
2775,0.2238
2776,0.6289
2777,0.2382
2778,0.1483
2779,0.26940000000000003
2780,0.5485
2781,0.3603
2782,0.6214999999999999
2783,0.14300000000000002
2784,0.1384
2785,0.33270000000000005
2786,0.5901
2787,0.3085
2788,0.2998
2789,0.45890000000000003
2790,0.327
2791,0.9023
2792,0.5740999999999999
2793,0.7787999999999999
2794,0.5405
2795,0.6796
2796,0.38020000000000004
2797,0.1807
2798,0.5202
2799,0.6161
2800,0.2183
2801,0.1984
2802,0.2217
2803,0.14800000000000002
2804,0.2889
2805,0.2415
2806,0.2238
2807,0.1993
2808,0.2402
2809,0.1913
2810,0.22039999999999998
2811,0.2097
2812,0.23739999999999997
2813,0.44439999999999996
2814,0.2242
2815,0.2353
2816,0.2372
2817,0.7517
2818,0.1495
2819,0.1589
2820,0.1431
2821,0.1744
2822,0.1503
2823,0.1568
2824,0.1082
2825,0.1863
2826,0.1319
2827,0.1613
2828,0.1761
2829,0.1247
2830,0.6544
2831,0.37270000000000003
2832,0.315
2833,0.7537999999999999
2834,0.2889
2835,0.1575
2836,0.08449999999999999
2837,0.5831000000000001
2838,0.3803
2839,0.6167
2840,0.4071
2841,0.4763
2842,0.8773000000000001
2843,0.5211
2844,0.1155
2845,0.3274
2846,0.1425
2847,0.7805
2848,0.09539999999999998
2849,0.47590000000000005
2850,0.4715
2851,0.6144
2852,0.40979999999999994
2853,0.9983
2854,0.3503
2855,0.8376
2856,0.8892
2857,1.1340000000000001
2858,0.8083
2859,1.0016
2860,0.5622
2861,0.6869
2862,0.7822
2863,0.45049999999999996
2864,0.8478
2865,0.3945
2866,0.1007
2867,0.0
2868,0.4733
2869,0.4533
2870,0.61
2871,0.8287
2872,0.8814
2873,0.4569
2874,0.6009
2875,0.7781
2876,0.7672
2877,0.409
2878,0.7448999999999999
2879,0.735
2880,0.7190000000000001
2881,0.7058
2882,0.6637000000000001
2883,0.6681999999999999
2884,0.3608
2885,0.7786
2886,0.6368
2887,0.9217
2888,0.38770000000000004
2889,0.4657
2890,0.7818
2891,0.7391
2892,0.5595
2893,0.8115000000000001
2894,0.028900000000000002
2895,0.9606999999999999
2896,0.502
2897,0.0909
2898,0.5746
2899,0.6703
2900,0.2939
2901,0.2465
2902,0.6258
2903,0.5014
2904,0.4889
2905,0.0165
2906,0.0719
2907,0.0
2908,0.0405
2909,0.617
2910,0.5268
2911,0.6469
2912,0.023700000000000002
2913,0.5029
2914,0.9495999999999999
2915,0.591
2916,0.5946
2917,0.6591
2918,0.43420000000000003
2919,0.6311
2920,0.7925
2921,0.4592
2922,0.6359
2923,0.5786
2924,0.3295
2925,0.3734
2926,0.5725
2927,0.2613
2928,0.9648
2929,1.0935
2930,0.0832
2931,0.13720000000000002
2932,0.1318
2933,0.1483
2934,0.1366
2935,0.1276
2936,0.09949999999999999
2937,0.0663
2938,0.41840000000000005
2939,0.0
2940,0.0
2941,0.23629999999999998
2942,0.7448
2943,0.2981
2944,0.7748999999999999
2945,0.4189
2946,0.7886
2947,0.3379
2948,0.4621
2949,0.5561
2950,0.47859999999999997
2951,0.1816
2952,0.6117
2953,0.6394
2954,0.3689
2955,0.3996
2956,0.4142
2957,0.6299
2958,0.4932
2959,0.6881
2960,0.6002000000000001
2961,0.6887000000000001
2962,0.7820999999999999
2963,0.7824
2964,0.5474
2965,0.20329999999999998
2966,0.7766
2967,0.2614
2968,0.207
2969,0.26239999999999997
2970,0.4768
2971,0.8834000000000001
2972,0.0268
2973,0.0313
2974,0.5025
2975,0.1377
2976,0.5395
2977,0.2322
2978,0.5654
2979,0.5879
2980,0.6951
2981,0.4921
2982,0.46909999999999996
2983,0.5724
2984,0.6001
2985,0.7487999999999999
2986,0.7169
2987,0.6312
2988,0.8271999999999999
2989,0.2133
2990,0.6419
2991,0.9437000000000001
2992,0.3996
2993,0.5558
2994,0.6249
2995,0.7218000000000001
2996,0.42710000000000004
2997,0.18030000000000002
2998,0.6706
2999,0.1115
3000,0.7105
3001,0.9018
3002,0.6021
3003,0.0641
3004,0.41100000000000003
3005,0.5967
3006,0.6433
3007,0.6463
3008,0.8595999999999999
3009,0.5423
3010,0.6903
3011,0.4082
3012,0.3605
3013,0.4654
3014,0.6262
3015,0.6598
3016,0.5581
3017,0.4387
3018,0.527
3019,0.322
3020,0.2921
3021,0.2847
3022,0.5725
3023,0.7173999999999999
3024,0.8047
3025,0.2605
3026,0.6019
3027,0.1255
3028,0.38770000000000004
3029,0.23809999999999998
3030,0.2583
3031,0.0944
3032,0.261
3033,0.48200000000000004
3034,0.2568
3035,0.7442
3036,0.47259999999999996
3037,0.43320000000000003
3038,0.5526
3039,0.38
3040,0.3286
3041,0.193
3042,0.43689999999999996
3043,0.5674
3044,0.46259999999999996
3045,0.5877
3046,0.4782
3047,0.664
3048,0.057999999999999996
3049,0.6474
3050,0.62
3051,0.3754
3052,0.469
3053,0.8698
3054,0.2293
3055,0.3513
3056,0.33740000000000003
3057,0.6970000000000001
3058,0.5122
3059,0.4738
3060,0.8251999999999999
3061,0.10769999999999999
3062,0.19030000000000002
3063,0.4543
3064,0.6605
3065,0.7154
3066,0.1478
3067,0.429
3068,0.6457999999999999
3069,0.6557999999999999
3070,0.6686
3071,0.30269999999999997
3072,0.2257
3073,0.6034
3074,0.5791
3075,0.041299999999999996
3076,0.7813
3077,0.20620000000000002
3078,1.0246
3079,0.711
3080,0.2296
3081,0.0688
3082,0.6294
3083,0.32299999999999995
3084,0.2992
3085,0.4587
3086,0.17629999999999998
3087,0.47100000000000003
3088,0.3346
3089,0.2995
3090,0.4261
3091,0.47119999999999995
3092,0.5748
3093,0.1115
3094,0.1893
3095,0.795
3096,0.5526
3097,0.508
3098,0.6997
3099,0.4407
3100,0.25429999999999997
3101,0.2138
3102,0.5603
3103,0.67
3104,0.6203
3105,0.5869
3106,0.6075
3107,0.7311
3108,0.48719999999999997
3109,0.4669
3110,0.4276
3111,0.2584
3112,0.2579
3113,0.4252
3114,0.4289
3115,0.3918
3116,0.4236
3117,0.5881000000000001
3118,0.4824
3119,0.5908
3120,0.2043
3121,0.5061
3122,0.2893
3123,0.489
3124,0.0
3125,0.29359999999999997
3126,0.6158
3127,0.32
3128,0.4104
3129,0.4854
3130,0.6283
3131,0.069
3132,0.11630000000000001
3133,0.8665999999999999
3134,0.9163
3135,0.5227
3136,0.5262
3137,0.899
3138,0.4179
3139,0.865
3140,0.5547
3141,0.6804000000000001
3142,0.8176000000000001
3143,0.6894
3144,0.4144
3145,0.2907
3146,0.3918
3147,0.1704
3148,0.617
3149,1.0648
3150,0.7176
3151,0.971
3152,0.3071
3153,0.2486
3154,0.5695
3155,0.1726
3156,0.43270000000000003
3157,0.1467
3158,0.0212
3159,0.6341
3160,0.0333
3161,0.41259999999999997
3162,0.1736
3163,0.6764
3164,0.2999
3165,0.8065000000000001
3166,0.3503
3167,0.2643
3168,0.6849
3169,0.1067
3170,0.239
3171,0.6751
3172,0.8694
3173,0.5901
3174,0.1585
3175,0.1144
3176,0.28300000000000003
3177,0.3044
3178,0.2791
3179,0.0308
3180,0.011000000000000001
3181,0.3478
3182,0.3786
3183,0.4269
3184,0.1693
3185,0.7017
3186,0.020099999999999996
3187,0.031200000000000002
3188,0.0466
3189,0.3469
3190,0.9151
3191,0.5645
3192,0.7295999999999999
3193,0.4733
3194,0.7318000000000001
3195,0.8334999999999999
3196,0.7805
3197,0.1017
3198,0.1465
3199,0.2853
3200,0.5571
3201,0.7040000000000001
3202,0.3201
3203,0.5183
3204,0.47409999999999997
3205,0.4545
3206,0.3493
3207,0.6004999999999999
3208,0.6165999999999999
3209,0.6335000000000001
3210,0.5542
3211,0.373
3212,0.2554
3213,0.4372
3214,0.2696
3215,0.4094
3216,0.2729
3217,0.3281
3218,0.37170000000000003
3219,0.6072
3220,0.0825
3221,0.5236999999999999
3222,0.8217
3223,0.7383
3224,0.8923000000000001
3225,0.6074
3226,0.545
3227,0.5379
3228,0.562
3229,0.8044
3230,0.508
3231,0.0836
3232,0.096
3233,0.3435
3234,0.5086999999999999
3235,0.6002000000000001
3236,0.9127
3237,0.318
